Index,Source,Target,Weight
1,ABW,ARE,642380.350745056
2,ABW,ARG,330.839198409772
3,ABW,ATG,2457.66039551171
4,ABW,AUT,570261.986711856
5,ABW,BEL,28324.7836481776
6,ABW,BGR,3174.0999922811
7,ABW,BHR,1854.0805206802
8,ABW,BHS,5504.72022761388
9,ABW,BMU,531.855957008326
10,ABW,BOL,18.8469407775875
11,ABW,BRA,1420.58816111066
12,ABW,BRB,9439.254701695
13,ABW,CAN,13866.3063844729
14,ABW,CHE,62995.163576049
15,ABW,CHN,97903.7320838146
16,ABW,COL,22951861.8019165
17,ABW,CRI,516.594646713675
18,ABW,CYM,868.465146337156
19,ABW,DEU,74770.6275733644
20,ABW,DNK,22077.9147118796
21,ABW,DOM,76798.0509471524
22,ABW,ECU,1206.06285770977
23,ABW,ESP,50218.7253611774
24,ABW,FIN,1294.50401200268
25,ABW,FRA,53160.4991144932
26,ABW,GBR,59234.2786890368
27,ABW,GHA,611.05834093206
28,ABW,GRC,493.191458003105
29,ABW,GRD,2598.95826638888
30,ABW,GUY,5372943.50563665
31,ABW,HKG,287897.917207634
32,ABW,HRV,214.855124864498
33,ABW,HUN,8792.09787274459
34,ABW,IDN,1439.43510188825
35,ABW,IND,317766.869349948
36,ABW,IRL,70255.4932993419
37,ABW,ITA,41254.932800296
38,ABW,JAM,98314.9723315815
39,ABW,KOR,7223.09005301043
40,ABW,LBN,5597.5414109435
41,ABW,MEX,3960502.73143152
42,ABW,NGA,210.046327925097
43,ABW,NLD,3176440.80117261
44,ABW,NOR,165.077998403292
45,ABW,NZL,23142.4761517518
46,ABW,PAK,63458.3662530603
47,ABW,PAN,94.2347038879377
48,ABW,PER,3916.51538517719
49,ABW,POL,4624.0969197811
50,ABW,PRT,94012.5432176543
51,ABW,SAU,1242468.58243142
52,ABW,SGP,15831.7035338148
53,ABW,SLV,0.00471173519439689
54,ABW,SUR,527469.008317308
55,ABW,SVK,12489.5566787844
56,ABW,SVN,47053.6384471497
57,ABW,SWE,27671.5552772557
58,ABW,SYC,1812.65447367754
59,ABW,THA,14663.6488303977
60,ABW,TTO,715.035970854972
61,ABW,TUR,105.54286835449
62,ABW,URY,285.531152780451
63,ABW,USA,8697915.95442604
64,ABW,VCT,886.004109424779
65,ABW,VEN,415779.827465518
66,ABW,ZAF,2233.71539111018
67,ABW,ZWE,3766.66948431034
68,AFG,AGO,20714.3253537626
69,AFG,AND,3685.50890323982
70,AFG,ARE,16368386.702166
71,AFG,ARG,12255.5389268843
