Index,Source,Target,Weight
1,ABW,AGO,36435558.4390961
2,ABW,ARE,111670.62021083
3,ABW,ARG,2076.16495680172
4,ABW,ATG,1226.73432452353
5,ABW,AUT,337.517714152691
6,ABW,BEL,185303.192966542
7,ABW,BHS,35688.6854487466
8,ABW,BMU,779.805170616042
9,ABW,BOL,502.311235412469
10,ABW,BRA,340484.421919134
11,ABW,BRB,52363.6519670132
12,ABW,CAN,89706.7710047794
13,ABW,CHE,251700.022506469
14,ABW,CHL,146694.879825429
15,ABW,CHN,104433.550795776
16,ABW,COL,23409261.854363
17,ABW,CRI,11994.8092953007
18,ABW,DEU,113677.527726267
19,ABW,DMA,2066.21846227856
20,ABW,DNK,142899.29751539
21,ABW,DOM,1282954.563967
22,ABW,ECU,48343010.988498
23,ABW,ESP,172796.470753115
24,ABW,FIN,580.875280152766
25,ABW,FRA,137888.916674255
26,ABW,GBR,238211.249733789
27,ABW,GRC,125181.275271461
28,ABW,GRD,536.127990591956
29,ABW,GUY,66431.9738205761
30,ABW,HKG,1003338.70993182
31,ABW,IDN,39148.0762439029
32,ABW,IND,64947.2937380852
33,ABW,ITA,1405580.25324564
34,ABW,JAM,96968.3751063238
35,ABW,KNA,332.876016708548
36,ABW,KOR,11101885.9579709
37,ABW,LBN,5322.70076916239
38,ABW,LCA,4410.27567157083
39,ABW,LKA,9841.06168121826
40,ABW,MEX,25405088.9749012
41,ABW,MYS,896.510706354497
42,ABW,NGA,80885.5565620029
43,ABW,NLD,4220611.93540533
44,ABW,NZL,6557.73245941715
45,ABW,PAK,35361.1142291171
46,ABW,PAN,18297906.8532274
47,ABW,PER,2316.87012426229
48,ABW,POL,119.357934277966
49,ABW,PRY,25756.7791175501
50,ABW,QAT,10127547.2474708
51,ABW,ROU,10555.8830876163
52,ABW,SAU,1631404.13870028
53,ABW,SDN,43291064.4098502
54,ABW,SLV,224192.859282733
55,ABW,SUR,2585540.85572418
56,ABW,SVK,19.3399639508397
57,ABW,SVN,116805.000683687
58,ABW,SWE,5627.72660120608
59,ABW,SYC,34973.0252213104
60,ABW,THA,78644.2797961166
61,ABW,TTO,469636.337804241
62,ABW,TUR,909.772699052049
63,ABW,USA,13639968.1097272
64,ABW,VCT,36.4704799182673
65,ABW,VEN,12425586.6683018
66,ABW,YEM,35104457.5368399
67,ABW,ZAF,4588.93327999663
68,AFG,AGO,437867.897396891
69,AFG,ALB,1234.69152014207
70,AFG,ARE,14234805.615792
71,AFG,ARG,3.97859780926552
72,AFG,AUS,429991.599933815
73,AFG,AUT,66658.0907960694
74,AFG,AZE,7151.52956215477
