reporterISO,partnerISO,primaryValue
ABW,ARE,933.0
ABW,ARG,56184.0
ABW,ATG,98017.0
ABW,AUS,13358.0
ABW,AUT,521312.0
ABW,BEL,20121260.0
ABW,BGD,348.0
ABW,BGR,952122.0
ABW,BHS,23397.0
ABW,BMU,34229.0
ABW,BRA,29107743.0
ABW,BRB,165302.0
ABW,CAF,97441.0
ABW,CAN,90989.0
ABW,CHE,31486.0
ABW,CHL,11263.0
ABW,CHN,33045.0
ABW,COL,53648950.0
ABW,CRI,15263.0
ABW,CUB,3473331.0
ABW,CYM,93251.0
ABW,CYP,38408.0
ABW,CZE,88.0
ABW,DEU,2812436.0
ABW,DMA,2744.0
ABW,DNK,206106.0
ABW,DOM,164151.0
ABW,ECU,485.0
ABW,ESP,19855415.381
ABW,FRA,10975462.0
ABW,GBR,34035198.0
ABW,GIN,156781.0
ABW,GRC,244291.0
ABW,GRD,75436.0
ABW,GTM,106583700.0
ABW,GUY,10894.0
ABW,HKG,12279.0
ABW,HND,166849.0
ABW,HTI,3212.0
ABW,IDN,14788.0
ABW,IRL,3235.001
ABW,IRN,2375789.0
ABW,ISR,145.0
ABW,ITA,1885979.454
ABW,JAM,84656.0
ABW,JPN,10173.0
ABW,KHM,170657.0
ABW,KNA,47682.0
ABW,KOR,37475.0
ABW,LBN,281137.0
ABW,LBR,16084.0
ABW,LCA,128341.0
ABW,MEX,6092940.0
ABW,MKD,169.68
ABW,MNG,1777.0
ABW,NGA,1417.0
ABW,NIC,58660.0
ABW,NLD,47622581.0
ABW,NOR,60145.0
ABW,PAN,29794475.0
ABW,PER,16061.0
ABW,PHL,946207.0
ABW,POL,8168.0
ABW,PRT,28235.0
ABW,RUS,626.0
ABW,SDN,1217270.152
ABW,SGP,5046240.0
ABW,SUR,33385.0
ABW,SWE,1173.0
ABW,THA,1843.0
ABW,TTO,226849.0
ABW,TUR,1838869.0
ABW,TZA,1608.0
ABW,USA,1535548964.0
ABW,VEN,15541745.0
ABW,VGB,1749.0
ABW,VNM,151000.0
ABW,ZAF,220.0
ABW,ZMB,1674.0
ABW,ZWE,760.08
AFG,AIA,136.0
AFG,AND,36740.0
AFG,ARE,1322391.0
AFG,ATG,1745.0
AFG,AUS,32847.0
AFG,AUT,298523.0
AFG,AZE,3160.0
AFG,BEL,18132932.0
AFG,BGD,31948.0
AFG,BGR,10267.0
AFG,BHR,35338.0
AFG,BLR,1912200.0
AFG,BOL,1674.0
AFG,BRA,1385632.0
AFG,BRB,13.0
AFG,CAN,407676.0
AFG,CHE,256941.423
AFG,CHL,54714.0
AFG,CHN,5395751.0
AFG,CIV,5354.0
AFG,CMR,4577.0
AFG,COL,19537.0
AFG,CRI,241717.0
AFG,CYP,2594.0
AFG,CZE,341077.0
AFG,DEU,5595000.0
AFG,DMA,13132.0
AFG,DNK,1147206.0
AFG,DZA,24812.0
AFG,ECU,885265.0
AFG,EGY,1321768.525
AFG,ESP,215717.855
AFG,EST,12789.0
AFG,ETH,17139.426
AFG,FIN,9668728.0
AFG,FJI,447.0
AFG,FRA,744418.0
AFG,FRO,431.0
AFG,GBR,15694281.0
AFG,GHA,13151.0
AFG,GMB,5969.009
AFG,GRC,195970.0
AFG,HKG,2.0
AFG,HRV,15654.0
AFG,HUN,251000.0
AFG,IDN,1305359.0
AFG,IND,25937914.0
AFG,IRL,344238.852
AFG,IRN,1073352.0
AFG,ISL,4694.0
AFG,ITA,1409011.979
AFG,JOR,1088612.0
AFG,JPN,484931.0
AFG,KAZ,28600.0
AFG,KEN,27612.0
AFG,KGZ,113264.0
AFG,KNA,17661.0
AFG,KOR,74668.0
AFG,KWT,101952.0
AFG,LBN,994135.0
AFG,LKA,7957.0
AFG,LTU,17494.0
AFG,LUX,8728.0
AFG,MEX,528459.0
AFG,MKD,184.46
AFG,MNG,749280.0
AFG,MUS,75638.0
AFG,MWI,3160.0
AFG,MYS,739096.0
AFG,NCL,6057.0
AFG,NER,622.0
AFG,NGA,9707.0
AFG,NLD,2757537.0
AFG,NOR,264994.857
AFG,NZL,184054.0
AFG,PER,16982.0
AFG,PHL,51386.0
AFG,PNG,121212.0
AFG,POL,917000.0
AFG,PRT,43878.0
AFG,PYF,4259.0
AFG,QAT,19420.0
AFG,ROU,11151.04
AFG,RUS,5421802.0
AFG,SAU,376267.0
AFG,SEN,686.0
AFG,SGP,998099.0
AFG,SLV,354876.0
AFG,SVK,2138.0
AFG,SVN,209174.0
AFG,SWE,532425.0
AFG,THA,137047.0
AFG,TKM,1118851.0
AFG,TTO,19903.0
AFG,TUN,195132.0
AFG,TUR,497378.0
AFG,TZA,65777.0
AFG,UKR,145070.0
AFG,URY,4763.0
AFG,USA,780891.0
AFG,VCT,5630.0
AFG,VNM,102000.0
AFG,ZAF,25685.0
AFG,ZWE,6577.58
AGO,ARE,98958.0
AGO,ARG,15365512.0
AGO,AUS,42648.0
AGO,AUT,2208.0
AGO,BEL,627144543.0
AGO,BFA,16937.0
AGO,BGR,1254.0
AGO,BRA,34642504.0
AGO,BWA,602.0
AGO,CAN,28295808.0
AGO,CHE,3753.536
AGO,CHL,95070535.0
AGO,CHN,1842692967.0
AGO,CIV,19695.0
AGO,CPV,3106.0
AGO,CRI,1271.0
AGO,CUB,39472.0
AGO,CZE,39877.0
AGO,DEU,96287000.0
AGO,DNK,23549.0
AGO,DZA,9691.0
AGO,EGY,42622.189
AGO,ESP,183510256.878
AGO,EST,1293.0
AGO,ETH,997.737
AGO,FIN,3097.0
AGO,FRA,375057642.0
AGO,GAB,1172.0
AGO,GBR,11783320.0
AGO,GHA,219262.0
AGO,HKG,150185.0
AGO,IDN,9156.0
AGO,IRL,39035.309
AGO,ITA,20110324.48
AGO,JPN,2807149.0
AGO,KEN,17053.0
AGO,KHM,598.0
AGO,KOR,654330167.0
AGO,KWT,407.0
AGO,LBN,7404.0
AGO,MAC,4496.069
AGO,MEX,33017.0
AGO,MLI,1750.0
AGO,MOZ,47738.0
AGO,MYS,77.0
AGO,NAM,2056453.0
AGO,NGA,891846.0
AGO,NLD,40623724.0
AGO,NOR,174337.955
AGO,PHL,63009.0
AGO,PNG,8110.0
AGO,PRT,53161962.0
AGO,ROU,499.54
AGO,RUS,5021.0
AGO,SGP,8319411.0
AGO,SLV,39043.17
AGO,STP,3160490.0
AGO,SUR,15060.0
AGO,SVK,532.0
AGO,SVN,45904.0
AGO,SWE,36535.0
AGO,SWZ,36.0
AGO,TGO,3068.0
AGO,THA,24410221.0
AGO,TUN,43485.0
AGO,UKR,10.0
AGO,USA,3555286270.0
AGO,VEN,19869.0
AGO,VNM,48000.0
AGO,ZAF,9754667.0
AGO,ZMB,18754.0
AGO,ZWE,777.68
AIA,ARE,6200.0
AIA,ATG,12803.0
AIA,AUS,112061.0
AIA,AUT,14919.0
AIA,AZE,93246.0
AIA,BEL,1755.0
AIA,BGD,34.0
AIA,BGR,203.0
AIA,BHS,7387.0
AIA,BLR,400.0
AIA,BRB,21147.0
AIA,CAN,296666.0
AIA,CHE,30725.517
AIA,DEU,23000.0
AIA,DMA,19624.0
AIA,DOM,3470.0
AIA,ESP,35916.743
AIA,EST,14868.0
AIA,FJI,7875.0
AIA,FRA,598960.0
AIA,GBR,227637.0
AIA,GRC,11068.0
AIA,GRD,82274.0
AIA,GUY,216843.0
AIA,IDN,44328.0
AIA,ITA,592.704
AIA,JAM,9255.0
AIA,JPN,136557.0
AIA,KAZ,94800.0
AIA,KHM,757.0
AIA,KNA,9261.0
AIA,KOR,128570.0
AIA,LCA,1568.0
AIA,MEX,1761.0
AIA,NAM,21.0
AIA,NLD,39152.0
AIA,PNG,17767.0
AIA,RUS,54202.0
AIA,SGP,14408.0
AIA,SLV,66048.0
AIA,SVK,162.0
AIA,SWE,1091.0
AIA,TTO,40505.0
AIA,TZA,5184.0
AIA,UKR,924430.0
AIA,USA,2772056.0
AIA,VCT,57635.0
AIA,VGB,2007.0
AIA,VNM,14000.0
AIA,VUT,6956.0
AIA,ZAF,4010.0
AIA,ZWE,6883.61
ALB,AFG,209.0
ALB,AND,52706.0
ALB,ARE,1607.0
ALB,ARG,2209.0
ALB,AUS,262401.0
ALB,AUT,2805731.0
ALB,BEL,2091582.0
ALB,BGD,5872.0
ALB,BGR,80927.0
ALB,BHR,511.0
ALB,BLR,1236158.0
ALB,BOL,1143.0
ALB,BRA,334179.0
ALB,BRB,479.0
ALB,CAN,102625.0
ALB,CHE,718321.0
ALB,CHL,6931.0
ALB,CHN,1808.0
ALB,CIV,7051.0
ALB,CMR,6677.0
