reporterISO,partnerISO,primaryValue
ABW,ATG,175.22603652489875
ABW,AUT,3442.3594890628365
ABW,BEL,4335.702102307747
ABW,BGR,607.079597316922
ABW,BIH,1995.150886678689
ABW,BRA,6532.877230570602
ABW,BRB,3045.8619293677707
ABW,CAN,30519.40079276604
ABW,CHE,8154.675383657995
ABW,CHN,9088.338835712719
ABW,CZE,2748.3110153439357
ABW,DEU,18434.20405603368
ABW,DNK,14030.678968125618
ABW,DOM,16930.870481521695
ABW,ECU,208.33943900837187
ABW,ESP,210208.26442688974
ABW,EST,158.033056381477
ABW,FIN,232.02887846799132
ABW,FRA,16612.46369008041
ABW,GBR,92874.21171959455
ABW,GRC,1351.4116924662349
ABW,GRD,18863.438837710342
ABW,GTM,587.6527091986732
ABW,GUY,1003502.2486728424
ABW,HKG,294301.14736421383
ABW,HUN,2251.7030920774514
ABW,IND,257211.0389908026
ABW,IRL,44813.83112581803
ABW,ITA,95355.81944974822
ABW,KOR,109688.27505148474
ABW,LKA,13.558637824983188
ABW,LTU,14.070557825883723
ABW,LUX,84.70848267124451
ABW,LVA,448.3802586383958
ABW,MDV,1760.5760649240844
ABW,MEX,165804.5565406614
ABW,MUS,822.1017236127165
ABW,NAM,46.34676211871677
ABW,NGA,20432.82374905638
ABW,NLD,2471450.568984307
ABW,NOR,763.4937118685502
ABW,NZL,2161.484330657629
ABW,PAK,97579.99680615882
ABW,PER,7936.647124066695
ABW,PHL,1551.8997602077636
ABW,POL,3568.541768605746
ABW,PRT,116.65237349542507
ABW,PRY,114.81575185921119
ABW,ROU,78.50957426907063
ABW,SAU,42413731.03500555
ABW,SRB,15.312077634049935
ABW,SUR,54676.149963539014
ABW,SVK,14136103.036062146
ABW,SVN,41133.03775759688
ABW,SWE,29135.832081908557
ABW,THA,17833.02498852503
ABW,TTO,5371.60553824483
ABW,TUR,12834.417936886233
ABW,USA,4528495.230278261
ABW,ZAF,303.1700326755955
AFG,ALB,219.65796125948714
AFG,ARG,2458.8299800731806
AFG,ARM,15049.264444258592
AFG,ATG,30.003395364016765
AFG,AUS,414909.67131995317
AFG,AUT,1266286.5826469657
AFG,AZE,14303.288990723202
AFG,BEL,637381.433764665
AFG,BFA,6624.293230925433
AFG,BGR,36404.85068761406
AFG,BIH,49366.88982550087
AFG,BOL,20421.345484589947
AFG,BRA,428600.36505469173
AFG,CAN,3812964.9127175934
AFG,CHE,3016184.931216681
AFG,CHL,15502.472973430944
AFG,CHN,17452437.919011552
AFG,CYM,3206.473622390809
AFG,CYP,624.8656100887112
AFG,CZE,346590.11876652844
AFG,DEU,6866035.586973583
AFG,DNK,37757.585840195796
AFG,DOM,8262.087952901113
AFG,ECU,207.9131838742348
AFG,EGY,234127.17564801234
AFG,ESP,2594455.542757358
AFG,EST,5103.242341071047
AFG,FIN,288435.228645148
AFG,FRA,4155707.670852358
