Index,Source,Target,Weight
1,ABW,ARE,289508.59916448
2,ABW,AUT,38323.0097546469
3,ABW,BEL,144208.544936013
4,ABW,BGR,763.011107828012
5,ABW,BHR,1947.50982200036
6,ABW,BHS,417940.372183921
7,ABW,BOL,122.366168992915
8,ABW,BRB,1581.23121268745
9,ABW,CAN,10202561.3008402
10,ABW,CHE,82557.8549578278
11,ABW,CHL,67922.1288211236
12,ABW,CHN,427231.985630878
13,ABW,COL,12429670.7590027
14,ABW,CRI,869.704533388839
15,ABW,DEU,91535.3633102235
16,ABW,DMA,20.2713950932174
17,ABW,DNK,258453.134406082
18,ABW,DOM,35128784.4871295
19,ABW,ECU,1872760.66037075
20,ABW,ESP,71399.8670761111
21,ABW,FIN,2068.90065211442
22,ABW,FRA,80293.5964459887
23,ABW,GBR,64840.3316280526
24,ABW,GHA,28752.7931104568
25,ABW,GRD,1912.80866585096
26,ABW,GUY,54691.2245401802
27,ABW,HKG,662397.853981478
28,ABW,IDN,136.832053711271
29,ABW,IND,2318353.14862507
30,ABW,IRL,226031.957129515
31,ABW,ISR,564842.717720127
32,ABW,ITA,40335.0446472235
33,ABW,JAM,14828.215996583
34,ABW,KNA,61428.2645489233
35,ABW,KOR,2624.98611839702
36,ABW,LKA,623.406836708551
37,ABW,MEX,566234.967446793
38,ABW,MYS,1527.04571941778
39,ABW,NGA,7935.71178703888
40,ABW,NIC,1656163.75663544
41,ABW,NLD,8174326.09625978
42,ABW,NOR,6242.27829030819
43,ABW,NZL,36700.1892602262
44,ABW,PAK,9320.45217059694
45,ABW,PAN,1385502.38484533
46,ABW,PER,168.505937504356
47,ABW,POL,1352.4480188822
48,ABW,PRT,399.038392284246
49,ABW,ROU,232.067163094316
50,ABW,SAU,1498951.41140933
51,ABW,SDN,58238150.007478
52,ABW,SGP,25938.0138182955
53,ABW,SLV,1377783.35482527
54,ABW,SRB,383.129750391559
55,ABW,SUR,591475.270791917
56,ABW,SVK,10270.1870355604
57,ABW,SVN,52433.1891501439
58,ABW,SWE,206046.314982001
59,ABW,SYC,13035.2782303935
60,ABW,THA,2273.47551897707
61,ABW,TTO,25822.2259871168
62,ABW,TUR,3643.01659800888
63,ABW,TZA,334.417539270346
64,ABW,URY,326985.353021119
65,ABW,USA,9077031.23101388
66,ABW,VCT,304.070926398261
67,ABW,VEN,5282453.37497121
68,ABW,ZAF,23321.9310879693
69,ABW,ZMB,1570.68036668988
70,ABW,ZWE,9859.12712636532
71,AFG,AGO,193850.933790416
72,AFG,ALB,304.314487453867
73,AFG,ARE,133836057.558832
74,AFG,ARG,10066.3839014807
75,AFG,AUS,249489.714829264
76,AFG,AUT,240673.781597188
77,AFG,AZE,448.332960626054
78,AFG,BEL,673894.033230506
79,AFG,BEN,6703.50794566063
80,AFG,BGD,96979.9917319708
81,AFG,BGR,6430.96257710924
82,AFG,BHR,134470.32480162
83,AFG,BIH,2904.67083618286
84,AFG,BLR,5958488.61091101
85,AFG,BRA,86715.9457189809
86,AFG,BRB,4536.8035728509
87,AFG,BRN,2064.52202639566
88,AFG,CAN,1665461.95389349
89,AFG,CHE,9552990.73215751
90,AFG,CHL,18486.4100059896
91,AFG,CHN,2602086.45321612
92,AFG,CIV,548.701461336131
93,AFG,CMR,623.406836708551
94,AFG,COG,2870.12621590291
95,AFG,COL,65188.9797009089
96,AFG,CRI,1599.84037199218
97,AFG,CYP,346.54031190095
98,AFG,CZE,220753.888893468
99,AFG,DEU,7205081.58298273
100,AFG,DNK,48674.7585461271
101,AFG,DOM,33840.9390032805
102,AFG,DZA,25688.849763754
103,AFG,ECU,755.312936486216
104,AFG,EGY,179323.638846355
105,AFG,ESP,375425.422702002
106,AFG,EST,1604.69462592964
107,AFG,ETH,1302.45232309718
108,AFG,FIN,2073017.10761827
109,AFG,FRA,6031531.75049495
110,AFG,GAB,12171.515492105
111,AFG,GBR,1647223.12287953
112,AFG,GEO,14497.6680677916
113,AFG,GHA,17593.8654661952
114,AFG,GIN,7713.26665396154
115,AFG,GRC,4347.4280105145
116,AFG,HKG,49581.9561568892
117,AFG,HRV,1350.80603423767
118,AFG,HUN,2973.0868630385
119,AFG,IDN,17000.5616813032
120,AFG,IND,154507288.273854
121,AFG,IRL,129197.641727879
122,AFG,IRN,11845447.0725689
123,AFG,IRQ,6121740.19755285
124,AFG,ITA,666912.982262364
125,AFG,JOR,834650.897869085
126,AFG,JPN,227966.032780482
127,AFG,KAZ,2182972.60933957
128,AFG,KEN,8769.11751321919
129,AFG,KGZ,47372.3516512717
130,AFG,KNA,11928.4711143338
131,AFG,KOR,10067.5551838605
132,AFG,KWT,65379.8286707997
133,AFG,LBN,257081.157169166
134,AFG,LKA,26168.3092799583
135,AFG,LTU,14777.8618008173
136,AFG,LUX,10442.4750110294
137,AFG,MDG,142.022914500862
138,AFG,MEX,840027.850251724
139,AFG,MKD,175.358486754217
140,AFG,MLT,845.07476372081
141,AFG,MNE,5061.31148510624
142,AFG,MOZ,218703.394889219
143,AFG,MUS,215.816988395565
144,AFG,MYS,104762.998947068
145,AFG,NER,1320.85349768027
146,AFG,NGA,3977.43413727923
147,AFG,NIC,1661.91286483776
148,AFG,NLD,422308.192001736
149,AFG,NOR,104141.781423219
150,AFG,NZL,43025.2761201276
151,AFG,PAK,202455465.330805
152,AFG,PER,23325.7656694425
153,AFG,PHL,32756.4990020486
154,AFG,POL,129587.617459582
155,AFG,PYF,2448.47605307877
156,AFG,ROU,85205.8671742233
157,AFG,RUS,3436554.55988129
158,AFG,SAU,2236020.9954032
159,AFG,SDN,38679.1376148873
160,AFG,SGP,307913.838754224
161,AFG,SLV,2817.78795535835
162,AFG,SRB,27860.6481202593
163,AFG,SVK,23572.3315569481
164,AFG,SVN,16392.5785536889
165,AFG,SWE,89154.6557947222
166,AFG,SYC,34757.1970853112
167,AFG,THA,46781.8009273003
168,AFG,TJK,489148.320263481
169,AFG,TKM,960372.736147216
170,AFG,TTO,448.533830080902
171,AFG,TUN,112832.806146744
172,AFG,TUR,8165587.99528917
173,AFG,TZA,1170.73505155364
174,AFG,UKR,15216.4030596798
175,AFG,USA,18869876.9105615
176,AFG,UZB,225370.055057471
177,AFG,VCT,481.737496234479
178,AFG,ZAF,119428.827040932
179,AFG,ZWE,1795.78934618887
180,AGO,AFG,424.195786351386
181,AGO,AGO,5341370.13752846
182,AGO,ARE,523413091.086418
183,AGO,ARG,6009910.8957949
184,AGO,ARM,15718.1716739211
185,AGO,ATG,25734.4531506149
186,AGO,AUS,5333339.62849461
187,AGO,AUT,15162754.6880484
188,AGO,AZE,539484.815434761
189,AGO,BEL,251543534.817358
190,AGO,BEN,13518422.6042485
191,AGO,BFA,4995683.00084881
192,AGO,BGD,1505.37152210992
193,AGO,BGR,18380.7099811387
194,AGO,BHR,2652.68639935033
195,AGO,BHS,35272130.3716462
196,AGO,BLZ,3185.69103481292
197,AGO,BOL,837729.400146303
198,AGO,BRA,41499300.4273698
199,AGO,BRB,4148.74786852574
200,AGO,BRN,1957.79302450087
201,AGO,BWA,58774.8403511394
202,AGO,CAN,478155159.819383
203,AGO,CHE,6105719.96638372
204,AGO,CHL,2166149.05907623
205,AGO,CHN,7644049929.71384
206,AGO,CIV,13154795.6359381
207,AGO,CMR,3894785.93485297
208,AGO,COD,104635110.603097
209,AGO,COG,15362593.3585749
210,AGO,COL,160478746.45077
211,AGO,CPV,42351.7099364978
212,AGO,CRI,6625.95536891459
213,AGO,CUB,1460572.0180913
214,AGO,CYP,90134.1472527422
215,AGO,CZE,2338.73346203304
216,AGO,DEU,89012667.8342431
217,AGO,DNK,21385620.67565
218,AGO,DOM,1026873.67964094
219,AGO,DZA,1187222.30694193
220,AGO,ECU,11198.1656039838
221,AGO,EGY,3832970.93256607
222,AGO,ESP,498455223.367359
223,AGO,ETH,426859.780551655
224,AGO,FIN,634.353401005453
225,AGO,FRA,563728217.906008
226,AGO,GAB,976253.573766589
227,AGO,GBR,225063342.396711
228,AGO,GHA,8903837.97467759
229,AGO,GIN,2260517.0363685
230,AGO,GMB,605295.828178559
231,AGO,GNB,119391.390885693
232,AGO,GNQ,107880.980008422
233,AGO,GRC,58917.4576640816
234,AGO,GTM,4244.91343587402
235,AGO,HKG,1119850.84832173
236,AGO,HND,5515.42642099391
237,AGO,HRV,4501.26007857886
238,AGO,IDN,206186877.756183
239,AGO,IND,1095716196.6828
240,AGO,IRL,2874.10146072733
241,AGO,ISR,98519728.2084009
242,AGO,ITA,267398145.184034
243,AGO,JOR,31597.8051712216
244,AGO,JPN,11448770.2263867
245,AGO,KAZ,150397.583516206
246,AGO,KEN,419998.211332814
247,AGO,KOR,95157525.0612621
248,AGO,KWT,464034.750766505
249,AGO,LBN,1595875.69060231
250,AGO,LBR,123656.99880137
251,AGO,LBY,12604.1313757136
252,AGO,MAR,59966.7296381968
253,AGO,MDG,18167.9799238748
254,AGO,MEX,541855.480024848
255,AGO,MHL,5903.13183526158
256,AGO,MLI,1586584.46575838
257,AGO,MLT,8716492.29396487
258,AGO,MOZ,571267.185153311
259,AGO,MRT,2029075.84160694
260,AGO,MUS,42499.8946720414
261,AGO,MYS,263144128.919161
262,AGO,NAM,10493409.8454051
263,AGO,NER,1583.00455610355
264,AGO,NGA,1595360.76421778
265,AGO,NLD,278015818.708727
266,AGO,NOR,28183583.2609104
267,AGO,NZL,2574.97126612448
268,AGO,OMN,108877.631847962
269,AGO,PAK,1656672.19718062
270,AGO,PAN,21525226.0343106
271,AGO,PER,1385309.78551981
272,AGO,PHL,43207.1839363006
273,AGO,PNG,4776.62090346743
274,AGO,POL,1138769.44182204
275,AGO,PRK,5032.42569123957
276,AGO,PRT,490341130.324626
277,AGO,QAT,59556.1951640879
278,AGO,ROU,68449.8572125951
279,AGO,RUS,318792.479072335
280,AGO,SAU,886721.104420426
281,AGO,SDN,7141.53854729866
282,AGO,SEN,806725.227156903
283,AGO,SGP,62860606.970418
284,AGO,STP,11773874.7297838
285,AGO,SVK,29304.4441235427
286,AGO,SVN,10459.1904147107
287,AGO,SWE,6746697.06229256
288,AGO,SWZ,2255.30969552636
289,AGO,SYC,18498.5990053342
290,AGO,SYR,24304.6567084108
291,AGO,TCD,36255.190623085
292,AGO,TGO,299369.086948788
293,AGO,THA,90525867.2154734
294,AGO,TKM,1304.91803670506
295,AGO,TTO,28766.0275066918
296,AGO,TUN,641294.907510072
297,AGO,TUR,3277217.99554039
298,AGO,TZA,26376.0641237492
299,AGO,UGA,95936.4831239579
300,AGO,UKR,164147.623135648
301,AGO,URY,123760408.257642
302,AGO,USA,1629268229.32359
303,AGO,VEN,39127.1312320201
304,AGO,VNM,15094771.2683191
305,AGO,VUT,108.381933103624
306,AGO,ZAF,716469947.478643
307,AGO,ZMB,778321.678159728
308,AGO,ZWE,29802.1033975471
309,AIA,ARE,66618.1335797888
310,AIA,ARM,70719.1839837036
311,AIA,ATG,2843.37007612021
312,AIA,AUS,1157.05184618251
313,AIA,AUT,8154.45041344528
314,AIA,AZE,891.608608546939
315,AIA,BGR,11293.8051889176
316,AIA,BRB,3534.64561146955
317,AIA,CAN,11903.5348408654
318,AIA,CRI,50.9015239805928
319,AIA,CZE,37877.8491083541
320,AIA,DEU,8467.67978286255
321,AIA,DMA,263688.483127632
322,AIA,DNK,1393.81836932948
323,AIA,DOM,646.6031537819
324,AIA,ESP,10438.8670234371
325,AIA,FJI,1404.83225499681
326,AIA,FRA,223064.708616544
327,AIA,GBR,19595.4447478837
328,AIA,GHA,586.188518099085
329,AIA,GRD,283507.217536028
330,AIA,GUY,212.910675574738
331,AIA,IDN,43070.3518825894
332,AIA,ISR,236993.117027921
333,AIA,JPN,1988.99073274704
334,AIA,KAZ,88.1198425900586
335,AIA,KNA,186414.407228444
336,AIA,KOR,678.686986407904
337,AIA,LCA,725290.341917319
338,AIA,MEX,23438.236144311
339,AIA,MOZ,419.133000364069
340,AIA,MSR,580810.754028704
341,AIA,MYS,13962.3427606981
342,AIA,NGA,4918.83866681277
343,AIA,NZL,72419.6112403636
344,AIA,POL,91595.3767543249
345,AIA,SVK,70520.8995600142
346,AIA,SVN,113.707436634066
347,AIA,SYC,169.292448149088
348,AIA,TTO,6759.77821210064
349,AIA,TUR,2220.51056762651
350,AIA,UKR,3349.64320156977
351,AIA,USA,2266700.1430055
352,AIA,VCT,1484.09140111674
353,AIA,ZAF,958.533166017122
354,ALB,AGO,12889.1634901585
355,ALB,AND,13795.6621627903
356,ALB,ARE,3454291.80891993
357,ALB,ARG,59945.3345782785
358,ALB,ARM,122596.04684315
359,ALB,AUS,1008661.86255835
360,ALB,AUT,8487047.03662576
361,ALB,BDI,15635.5251134795
362,ALB,BEL,3744632.68138852
363,ALB,BEN,48330.7107669165
364,ALB,BFA,20413.7004290771
365,ALB,BGD,23503.9155300925
366,ALB,BGR,13024148.8584728
367,ALB,BHR,177282.673278998
368,ALB,BIH,4902651.43485873
369,ALB,BLR,362002.881298539
370,ALB,BMU,638.732026724213
371,ALB,BOL,61674.7603784174
372,ALB,BRA,484931.1563681
373,ALB,BRB,5539.5088624471
374,ALB,BRN,448.261807958124
375,ALB,CAN,3531558.06459359
