Index,Source,Target,Weight
1,ABW,AGO,90.9453105471941
2,ABW,ARE,1818.26575101045
3,ABW,ARG,15420883.4775818
4,ABW,AUT,39529.1870913579
5,ABW,BEL,714551.442199074
6,ABW,BGR,509934.839457652
7,ABW,BHS,358.657562721329
8,ABW,BMU,446.400573601368
9,ABW,BOL,82.8627061872956
10,ABW,BRA,122923974.582149
11,ABW,BRB,2783.43887069089
12,ABW,CAN,3578674.27301455
13,ABW,CHE,345141.296286202
14,ABW,CHL,193.418899896145
15,ABW,CHN,232301.862914671
16,ABW,COL,116870289.649966
17,ABW,CRI,4181665.37895999
18,ABW,DEU,196766.96055863
19,ABW,DNK,24544.3460288741
20,ABW,DOM,28270721.2503567
21,ABW,ECU,15754804.5562942
22,ABW,ESP,10933725.5652179
23,ABW,FIN,6065646.16190005
24,ABW,FRA,32135439.01976
25,ABW,GBR,3653489.60013829
26,ABW,GRC,2802171.04282387
27,ABW,GRD,3360.98834624071
28,ABW,GTM,1193816.03499541
29,ABW,GUY,307124.875557608
30,ABW,HKG,49052.8263014761
31,ABW,HRV,3823.54580258274
32,ABW,IND,1208032.96459771
33,ABW,IRL,13355.4328557236
34,ABW,ISR,25533856.6260249
35,ABW,ITA,17905.3383589289
36,ABW,JAM,9387.86170423079
37,ABW,KNA,664.15695096789
38,ABW,KOR,33284137.214285
39,ABW,LBN,3497.55169646639
40,ABW,LCA,7699.60931970682
41,ABW,LKA,53562.9451526968
42,ABW,MEX,1263228.44212073
43,ABW,MKD,562.323821552369
44,ABW,MYS,1731.16320006384
45,ABW,NGA,3208.0638065556
46,ABW,NLD,8194247.36672037
47,ABW,PAN,2684043.331782
48,ABW,PER,49319959.3216864
49,ABW,POL,462.412071937142
50,ABW,PRY,177359.367065364
51,ABW,ROU,2352955.00735514
52,ABW,SAU,532350.937127735
53,ABW,SDN,60694497.8939871
54,ABW,SGP,63727034.6790995
55,ABW,SLV,11027.170140642
56,ABW,SUR,1167597.52670055
57,ABW,SVK,3682.75093357688
58,ABW,SVN,112122.118246088
59,ABW,SWE,19110.683953646
60,ABW,SYC,3964.88954575155
61,ABW,THA,4439.66825854331
62,ABW,TTO,34923872.9469904
63,ABW,TUR,9250356.23744303
64,ABW,TZA,27483.4166633887
65,ABW,URY,3182694.54813247
66,ABW,USA,2129630423.93334
67,ABW,VEN,19294161.6344554
68,ABW,YEM,136394072.822515
69,ABW,ZAF,24734682.0447791
70,ABW,ZMB,5641.60212319496
71,ABW,ZWE,1620.36363158029
72,AFG,AGO,179583.043954237
73,AFG,ARE,32236483.7429975
74,AFG,ARG,5322.86250674458
75,AFG,AUS,483802.793253802
76,AFG,AUT,95935.7743484881
77,AFG,AZE,17344.2954572434
78,AFG,BEL,591481.400481747
79,AFG,BEN,9450.62677770702
80,AFG,BGD,1174907.0959208
