reporterISO,partnerISO,primaryValue
ABW,AGO,90.94531054719414
ABW,ARE,1818.265751010452
ABW,ARG,15420883.477581803
ABW,AUT,39529.187091357904
ABW,BEL,714551.4421990737
ABW,BGR,509934.8394576516
ABW,BHS,358.65756272132904
ABW,BMU,446.4005736013685
ABW,BOL,82.86270618729561
ABW,BRA,122923974.5821493
ABW,BRB,2783.438870690886
ABW,CAN,3578674.273014553
ABW,CHE,345141.2962862024
ABW,CHL,193.4188998961453
ABW,CHN,232301.8629146714
ABW,COL,116870289.64996599
ABW,CRI,4181665.378959987
ABW,CUW,15460765.558096481
ABW,CZE,5304.929628608515
ABW,DEU,196766.96055862968
ABW,DNK,24544.346028874093
ABW,DOM,28270721.25035669
ABW,ECU,15754804.556294229
ABW,ESP,10933725.565217923
ABW,FIN,6065646.161900055
ABW,FRA,32135439.01976004
ABW,GBR,3653489.6001382885
ABW,GRC,2802171.042823874
ABW,GRD,3360.9883462407092
ABW,GTM,1193816.034995414
ABW,GUY,307124.8755576084
ABW,HKG,49052.82630147605
ABW,HND,33709.327676270914
ABW,HRV,3823.5458025827397
ABW,IND,1208032.9645977141
ABW,IRL,13355.432855723611
ABW,ISR,25533856.626024902
ABW,ITA,17905.338358928922
ABW,JAM,9387.861704230787
ABW,JPN,22944.477115163594
ABW,KNA,664.1569509678897
ABW,KOR,33284137.214284975
ABW,KWT,1229337.223823361
ABW,LBN,3497.551696466389
ABW,LCA,7699.609319706817
ABW,LKA,53562.94515269677
ABW,LUX,119.76600755158665
ABW,MAR,5293920.76281277
ABW,MEX,1263228.4421207265
ABW,MKD,562.3238215523694
ABW,MYS,1731.1632000638435
ABW,NCL,779.4397389854597
ABW,NGA,3208.063806555602
ABW,NLD,8194247.366720369
ABW,NPL,24.977937403806845
ABW,PAN,2684043.3317820034
ABW,PER,49319959.32168639
ABW,PHL,17654.918524957422
ABW,POL,462.41207193714206
ABW,PRY,177359.36706536435
ABW,ROU,2352955.007355143
ABW,RWA,1551.3387027147035
ABW,SAU,532350.9371277347
ABW,SDN,60694497.893987074
ABW,SGP,63727034.6790995
ABW,SLB,65.08417889518603
ABW,SLV,11027.170140641965
ABW,STP,145.38440488882443
ABW,SUR,1167597.5267005514
ABW,SVK,3682.750933576882
ABW,SVN,112122.11824608833
ABW,SWE,19110.68395364596
ABW,SYC,3964.889545751548
ABW,THA,4439.668258543308
ABW,TTO,34923872.9469904
ABW,TUR,9250356.23744303
ABW,TZA,27483.4166633887
ABW,URY,3182694.548132469
ABW,USA,2129630423.9333382
ABW,VEN,19294161.63445539
ABW,YEM,136394072.82251465
ABW,ZAF,24734682.044779055
ABW,ZMB,5641.602123194961
ABW,ZWE,1620.36363158029
AFG,AGO,179583.0439542366
AFG,ARE,32236483.742997505
AFG,ARG,5322.862506744581
AFG,ARM,1821.4680506776067
AFG,ATG,593.7063582904857
AFG,AUS,483802.79325380217
AFG,AUT,95935.77434848806
AFG,AZE,17344.295457243414
AFG,BEL,591481.4004817466
AFG,BEN,9450.62677770702
AFG,BFA,16738.849468373137
AFG,BGD,1174907.0959207988
AFG,BGR,9289819.457161244
AFG,BHR,64968.255647235026
AFG,BIH,14752.35410664838
AFG,BLR,1822108.5106110377
AFG,BOL,1468.1903513970976
AFG,BRA,479324.697399253
AFG,BRB,12114.94010077975
AFG,BRN,5617.903824738149
AFG,CAN,1028733.6443939875
AFG,CHE,82860.78480749534
AFG,CHL,15518.991051564553
AFG,CHN,3760841.572800183
AFG,CIV,41.76887547856592
AFG,COL,87532.29956194064
AFG,CRI,23159.03119286296
AFG,CYP,73.01243241112769
AFG,CZE,519694.16792327235
AFG,DEU,9726016.99870017
AFG,DNK,167074.86145433024
AFG,DOM,58232.538527341785
AFG,DZA,183.81200089468112
AFG,ECU,261.94811277325636
AFG,EGY,879575.6495773878
AFG,ESP,2749990.6508439556
AFG,EST,17462.140084994706
AFG,ETH,2460.246776783295
AFG,FIN,6823081.618952627
AFG,FJI,154.9913038902886
AFG,FRA,3462068.294774514
AFG,GAB,2971.9749040545535
AFG,GBR,9020532.314010803
AFG,GEO,17576.141953145416
AFG,GHA,3527.0128534042124
AFG,GMB,13354.547099635676
AFG,GRC,97677.82536742024
AFG,GRD,482.241992396031
AFG,GTM,6200.933075478407
AFG,HKG,580934.3062980059
AFG,HND,6227.832392682506
AFG,HRV,64270.1543197953
AFG,HUN,640.4599334309447
AFG,IDN,4529.973109157072
AFG,IND,76926087.08358456
AFG,IRL,29641.197910630097
AFG,IRN,12510153.83558145
AFG,IRQ,9878744.782048669
AFG,ISR,51236.794674475575
AFG,ITA,976242.829169854
AFG,JOR,1813985.557275333
AFG,JPN,271476.87566284195
AFG,KAZ,2454896.374499413
AFG,KGZ,44100.14963625456
AFG,KHM,79962.06314878688
AFG,KNA,57620.2588309818
AFG,KOR,75022.195682234
AFG,KWT,33713.1704358715
AFG,LBN,15078.348212764731
AFG,LKA,4834.191577536771
AFG,LTU,314270.4870348974
AFG,LUX,105.03542908267492
AFG,LVA,125338.00897243587
AFG,MDG,1863.423299996801
AFG,MEX,201099.9358777826
AFG,MKD,1936.1103787617458
AFG,MLI,3653.8239202235395
AFG,MLT,875.5087290001014
AFG,MMR,85117.12515297256
AFG,MOZ,342005.60445212445
AFG,MRT,41209.7539566807
AFG,MUS,242.0938548368971
AFG,MYS,16766.6005972887
AFG,NAM,21140.941942622052
AFG,NCL,9141.925089793305
AFG,NER,945.9593216775053
AFG,NIC,133.2156661536365
AFG,NLD,1578250.9091749634
AFG,NOR,181396.82648571304
AFG,NPL,4326.947310259462
AFG,NZL,104669.12570926831
AFG,PAK,127790317.2483443
AFG,PER,15129.55938904187
AFG,PHL,213034.26627733483
AFG,PNG,2142.33847732651
AFG,POL,1537208.2352034166
AFG,PYF,885.7560879349965
AFG,ROU,709.6296062414867
AFG,RUS,21156711.987562925
AFG,RWA,651.9011096817551
AFG,SAU,816014.4844039007
AFG,SDN,4575963.896516815
AFG,SEN,1037249.8401288188
AFG,SGP,1670690.6170535707
AFG,SLV,870.2249345492961
AFG,SRB,39862.226256742
AFG,SUR,4202.057623240428
AFG,SVK,21418.081124556356
AFG,SVN,32596.20831196793
AFG,SWE,519165.7884781918
AFG,SYC,296006.2086704165
AFG,THA,27995.784610133454
AFG,TJK,3402230.7636539945
AFG,TKM,2463159.5885605393
AFG,TTO,18810.381257299257
AFG,TUN,21219.078054500627
AFG,TUR,7337139.099001774
AFG,UKR,718021.5527492324
AFG,URY,588.5826788230381
AFG,USA,17059712.20950284
AFG,UZB,95409.95674314126
AFG,VEN,2571780.3123505604
AFG,VUT,174.8455618266479
AFG,YEM,78136.11187857525
AFG,ZAF,291073.0743591438
AFG,ZWE,254.37787636010262
AGO,ARE,245241554.6542669
AGO,ARG,11821.609451268378
AGO,AUS,1518205.148518587
AGO,AUT,68936.54539477316
AGO,AZE,2333.1955374889317
AGO,BDI,130.01336648648177
AGO,BEL,158738372.92237544
AGO,BEN,1089410.1780273018
AGO,BFA,2355353.7539668186
AGO,BGD,337190.6266725906
AGO,BGR,970.9372590813122
AGO,BOL,3273.6020715435907
AGO,BRA,286261193.2033881
AGO,BWA,37046.74325420176
AGO,CAN,1581685558.099068
AGO,CHE,85862688.40423912
AGO,CHL,221193.3530815638
AGO,CHN,15961658058.860308
AGO,CIV,2463267.4913287438
AGO,CMR,474918.33305724815
AGO,COG,550470857.7446
AGO,COL,36903.941824224465
AGO,CPV,22851.610424816106
AGO,CRI,156.2722237571505
AGO,CYP,140864.67913860228
AGO,CZE,41217.439475881874
AGO,DEU,763990283.5648712
AGO,DNK,2927541.074792981
AGO,DOM,6562.7929378668905
AGO,DZA,26046.224572769657
AGO,ECU,25340015.022572692
AGO,EGY,6003.030956048245
AGO,ESP,416371173.0708279
AGO,ETH,4486.574263147924
AGO,FIN,767.2710002502718
AGO,FJI,261.94811277325636
AGO,FRA,1400702640.3736134
AGO,GAB,1728478.7641301223
AGO,GBR,279990399.39883095
AGO,GHA,6781086.020657627
AGO,GRC,1235869.2746844233
AGO,GRL,342.9662943522709
AGO,GTM,4244.968438780302
AGO,HKG,68797111.50312585
AGO,HRV,2346.0047361575503
AGO,IDN,137585033.0466669
AGO,IND,4382038584.951305
AGO,IRL,8632.3111207623
AGO,ISR,249995095.0337665
AGO,ITA,1453979207.709836
AGO,JPN,17200162.511064515
AGO,KAZ,174.8455618266479
AGO,KGZ,187.6547604952668
AGO,KHM,5033.374616833795
AGO,KOR,1619564.3375833682
AGO,KWT,241.45339490346615
AGO,LTU,19479738.102466673
AGO,MDG,27154.99585458458
AGO,MEX,44161686.94803841
AGO,MLT,610.3583165596903
AGO,MOZ,8068514.241363041
AGO,MRT,7339.670837118626
AGO,MUS,2989.0265093222188
AGO,MWI,33506.20196562369
AGO,MYS,129753282.1121148
AGO,NAM,5939866.235573551
AGO,NER,85171.56424731418
AGO,NGA,36954876.32181036
AGO,NLD,1073387110.4232906
AGO,NOR,1980054.2561742433
AGO,NZL,1511.832572180949
AGO,PAK,615987.9593745483
AGO,PAN,20919917.298215233
AGO,PER,456938652.08186316
AGO,PHL,10840.42483325217
AGO,PNG,2725693.0817129514
AGO,POL,1795309.7456164865
AGO,PRT,1050168892.4065995
AGO,PSE,61.48415360937069
AGO,RUS,60310.8310113252
AGO,SAU,27667.86912421681
AGO,SDN,2111.5964005218248
AGO,SEN,51377.69585983038
AGO,SGP,2003881.7699844646
AGO,SRB,11529.559721623866
AGO,STP,38631077.17176696
AGO,SVK,6871.615672708024
AGO,SVN,48.03449500732085
AGO,SWE,17228851.913782552
AGO,SWZ,14938.527483317623
AGO,SYC,601.6211621478253
AGO,TGO,9092336.83898748
AGO,THA,292974.55378838506
AGO,TTO,114195.41450213105
AGO,TUN,112143.89388382499
AGO,TUR,218140.65332657975
AGO,TZA,285658.5799688034
AGO,UGA,214540.62804076442
AGO,UKR,93584.00547292964
AGO,URY,10.247358934895114
AGO,USA,10551592866.539446
AGO,VEN,1186338.6652726077
AGO,VNM,3404734.3215337764
AGO,YEM,1857.9742668831705
AGO,ZAF,1087250158.372593
AGO,ZMB,3797.3189683087426
AGO,ZWE,612.7600413100563
AIA,AGO,17453.814105860103
AIA,ALB,1415.4164528823878
AIA,ARE,788420.9086319618
AIA,ARM,3394.437647184007
AIA,ATG,91469.20677274065
AIA,AUS,41213.59671628129
AIA,AUT,19483.43163490277
AIA,AZE,764410.7061875692
AIA,BEL,255.30654326357748
AIA,BLR,3266.345660497818
AIA,BMU,32.02299667154723
AIA,BRA,6707.536882822284
AIA,BRB,53794.791648598766
AIA,CAN,175449.51554387328
AIA,CHE,387614.0372316089
AIA,CPV,243.374774703759
AIA,CRI,221.59913696710686
AIA,CZE,139.62026548794594
AIA,DEU,319494.59702450625
AIA,DNK,412.4561971295284
AIA,DOM,24049.910960265403
AIA,ESP,2687.417915171251
AIA,EST,3.2022996671547235
AIA,FJI,1754.8602176007885
AIA,FRA,13596.323926805524
AIA,GBR,118816.20547030856
AIA,GEO,12392.89971188878
AIA,GRC,16219.007354205243
AIA,GRD,53820.64061151204
AIA,GUY,190613.68538771776
AIA,HRV,14652.442357033153
AIA,IDN,46589.61739750064
AIA,IND,83890.64438045229
AIA,IRL,111010.29325131082
AIA,ISR,103754.50921581304
AIA,ITA,25364.775203599133
AIA,KAZ,187359.50846595512
AIA,KNA,4221.271421243357
AIA,KOR,92670.7096078571
AIA,KWT,32.66345660497818
AIA,LBN,167.8005025589075
AIA,LCA,1067012.653695288
AIA,MEX,104735.05337389582
AIA,MSR,56453.34083227062
AIA,MYS,12190.514372924601
AIA,NGA,8523.881254032443
AIA,NLD,4065.427024721738
AIA,NPL,4542.14184789226
AIA,NZL,35049.42604098182
AIA,PAK,36616.37531411397
AIA,PER,160.8194892845102
AIA,PLW,38395.57300918514
AIA,PNG,2924033.27573758
AIA,POL,8796.076725740595
AIA,RUS,13445.175382515821
AIA,SDN,47.39403507388991
AIA,SVN,1383.3934562108404
AIA,SWE,115511.43221380489
AIA,SYC,9859.193461660821
AIA,THA,10.247358934895114
AIA,TTO,13076.86288629802
AIA,UKR,7727.789556777779
AIA,URY,3810.736603914121
AIA,USA,3191217.788926568
AIA,VCT,65225.72054047427
AIA,VUT,3258.0196813632156
AIA,ZAF,584.3870257991321
ALB,AFG,78626.70418758335
ALB,AGO,155386.46766921552
ALB,AND,20255.30177793501
ALB,ARE,1371537.9023831002
ALB,ARG,209180.61885788085
ALB,ARM,202312.9669917008
ALB,AUS,356956.50113813643
ALB,AUT,26958338.789265007
ALB,AZE,11273.375748251488
ALB,BDI,14755.556406315534
ALB,BEL,6018742.9900497245
ALB,BEN,33102.812119311806
ALB,BFA,50612.34623938041
ALB,BGR,15408723.064825749
ALB,BHR,134828.98472594903
ALB,BIH,1860270.956204454
ALB,BLR,149803.57842949795
ALB,BLZ,6117.032824198953
ALB,BMU,6346.317480367231
ALB,BOL,3203.298784650876
ALB,BRA,1739064.554262581
ALB,BRB,12009.264211763644
ALB,CAN,4047834.2308103233
ALB,CHE,33504428.532068018
ALB,CHL,74064.33469361355
ALB,CHN,99506845.08117293
ALB,CIV,37404.100042798294
ALB,CMR,930.5882832751627
ALB,COG,175744.1271132515
ALB,COL,651571.2728160381
ALB,COM,167503.62760412451
ALB,CPV,1266.8297483264087
ALB,CRI,35850.38523373056
ALB,CYM,2654021.131942495
ALB,CYP,71430.49637555327
ALB,CZE,6601011.743934449
ALB,DEU,55133658.4741846
ALB,DNK,489076.980805606
ALB,DOM,277153.9125127739
ALB,DZA,274142.46990578156
ALB,ECU,156417.60816203934
ALB,EGY,1479715.4278991874
ALB,ESP,74874312.64011906
ALB,EST,198480.45475005006
ALB,ETH,1949.7566585633588
ALB,FIN,70562.67316575433
ALB,FRA,42715730.80369029
ALB,GAB,3778.566941917818
ALB,GBR,1354122.5158732461
ALB,GEO,9650.450276937474
ALB,GMB,5554.494448568885
ALB,GRC,68533071.00775006
ALB,GRD,23624.170983656582
ALB,GRL,2447.2294286363112
ALB,GTM,8594.331846709847
ALB,GUY,230.56557603514008
ALB,HKG,405521.2969703381
ALB,HND,1.2809198668618893
ALB,HRV,3034442.1636617407
ALB,HUN,815305.4952575926
ALB,IDN,382872.7123444196
ALB,IND,56415712.53026169
ALB,IRL,2702459.917923254
ALB,IRQ,117553.21848158275
ALB,ISL,530272.6446437512
