reporterISO,partnerISO,primaryValue
ABW,ARG,19170099.008463975
ABW,ATG,177866.21691824758
ABW,AUS,71957.3353497012
ABW,AUT,13260.625076804037
ABW,BEL,12404792.53571163
ABW,BHR,17622.419158496286
ABW,BHS,50174.651365999045
ABW,BIH,172.61418925138068
ABW,BLZ,225.1870387695677
ABW,BMU,9271.22201253228
ABW,BOL,96168.00876698496
ABW,BRA,91340718.02758966
ABW,BRB,34098.7501974961
ABW,BRN,4029.7089155690346
ABW,CAF,3998.165205858122
ABW,CAN,30211279.754940994
ABW,CHE,16648143.420446478
ABW,CHL,6349.047793479718
ABW,CHN,52228.49735384289
ABW,COL,7446669.879219538
ABW,CRI,54536260.56650382
ABW,CUB,145960.6307598185
ABW,CYM,37501.089775481436
ABW,CZE,834.1558790219007
ABW,DEU,4850721.582211388
ABW,DMA,6201.843814828794
ABW,DNK,88353.05468610645
ABW,DOM,58999.8628475022
ABW,ECU,56304.645619819654
ABW,ESP,35913848.39799131
ABW,FRA,100150723.68858384
ABW,GBR,23693475.74315037
ABW,GHA,1415.085866197867
ABW,GRC,60110.919924936396
ABW,GRD,153855.32032913293
ABW,GTM,12789167.534179792
ABW,GUY,419618.0843568374
ABW,HKG,543081.0403795064
ABW,HND,3330199.11387648
ABW,HTI,7812.32543840259
ABW,IDN,641.3887641218815
ABW,IND,40046.49190632032
ABW,ISR,37520.366486971434
ABW,ITA,18549163.79906856
ABW,JAM,803421.7911935685
ABW,KHM,37667.57046562236
ABW,KNA,7616.9296810266615
ABW,KOR,43062.421040346984
ABW,LBN,86745.20170500857
ABW,LBR,78590.27653057913
ABW,LCA,35518.217134487146
ABW,LKA,2795.1231660502763
ABW,LUX,12041.811182140735
ABW,MAC,1583.6396790381264
ABW,MEX,65532334.6843084
ABW,MNG,12266.998220910304
ABW,MUS,342.59973602685204
ABW,MYS,296120.95598198153
ABW,NLD,19844752.36690433
ABW,PAN,14160575.87699795
ABW,PER,592178.8245445412
ABW,PHL,845995.2847333964
ABW,PNG,339.0948793923062
ABW,POL,12451.003194223958
ABW,PRT,2292.1762389929536
ABW,SDN,563549.9910649543
ABW,SLV,4797348.284772862
ABW,SUR,467113.27282572613
ABW,SVK,512.5852828023234
ABW,SVN,15491.46632469244
ABW,SWE,19678.0175746574
ABW,THA,117751.79213667664
ABW,TON,44.686922090458964
ABW,TTO,45033572.56454119
ABW,TUR,49761.078283122646
ABW,TZA,66.59227605637021
ABW,UKR,39341.13950861798
ABW,URY,369549.45490403334
ABW,USA,1631647241.6222053
ABW,VCT,318.06573958503145
ABW,VEN,11489081.271446325
ABW,VGB,7361.951360863454
ABW,WSM,941.0540063755475
ABW,YEM,1131767.2752877227
ABW,ZAF,1949.5765029661018
ABW,ZMB,1543.0131333587888
ABW,ZWE,206.20824009350218
