Index,Source,Target,Weight
1,ABW,AGO,30748.1983872378
2,ABW,ARE,96049.5838134361
3,ABW,ATG,5798.02560492161
4,ABW,AUT,4248.38991197967
5,ABW,BEL,318888.90025823
6,ABW,BGR,2237.80431374788
7,ABW,BHR,8047.85189119154
8,ABW,BHS,1185.59548062724
9,ABW,BMU,47.5154152062098
10,ABW,BOL,89.8213089861967
11,ABW,BRA,30490.5846903367
12,ABW,BRB,1526.79051030074
13,ABW,CAN,7755787.22836637
14,ABW,CHE,886163.662017048
15,ABW,CHN,105498120.302971
16,ABW,COL,20588704.769269
17,ABW,CRI,35297.0837996299
18,ABW,DEU,164666.850236521
19,ABW,DNK,52582.3903868142
20,ABW,DOM,15169769.85237
21,ABW,ECU,9252.91151780686
22,ABW,ESP,250367.882319632
23,ABW,FIN,57.8199630822553
24,ABW,FRA,3975040.59799693
25,ABW,GBR,70126.4556206637
26,ABW,GHA,447.213370496201
27,ABW,GRC,53.2401640262351
28,ABW,GRD,117.67507437003
29,ABW,GTM,1256450.69677269
30,ABW,GUY,6996.7880078349
31,ABW,HKG,120470.469218848
32,ABW,IDN,323.448308331428
33,ABW,IND,24531.6936435723
34,ABW,IRL,79793.6488913796
35,ABW,ISR,168880.090190746
36,ABW,ITA,6535386.99233803
37,ABW,JAM,21313.6995542844
38,ABW,KNA,25315.9842319158
39,ABW,KOR,63615724.5490186
40,ABW,LBN,2443.89527126879
41,ABW,LCA,9926.14197904184
42,ABW,LKA,574.192306648536
43,ABW,MEX,1644553.7458026
44,ABW,MYS,1496871.82801753
45,ABW,NGA,7245.242106624
46,ABW,NLD,4031015.47453449
47,ABW,NOR,2489.693261829
48,ABW,NZL,4484.62682431195
49,ABW,PAK,9130.40189305832
50,ABW,PAN,2342949.05790064
51,ABW,PER,895.299192712574
52,ABW,POL,615.410498152718
53,ABW,PRT,15042295.6143846
54,ABW,SAU,1124199.26695711
55,ABW,SDN,44003824.156378
56,ABW,SGP,55997284.5257148
57,ABW,SLV,13793062.0054039
58,ABW,SUR,1380942.8020376
59,ABW,SVK,82364.2517457066
60,ABW,SVN,75811.1311989488
61,ABW,SWE,919.81771943386
62,ABW,SYC,8913.353193821
63,ABW,THA,446367.825095483
64,ABW,TTO,311088.032350331
65,ABW,TUR,4259.78559698081
66,ABW,TZA,3184.67776858006
67,ABW,URY,274948.236328174
68,ABW,USA,35276470.6965536
69,ABW,VCT,28938.972814102
70,ABW,VEN,8226596.29607407
71,ABW,YEM,860260.867559609
72,ABW,ZAF,35680.8320322324
73,ABW,ZWE,57.8199630822553
74,AFG,AGO,45839.7812265884
75,AFG,ALB,6233.10651524353
76,AFG,AND,456.679242670113
77,AFG,ARE,14540713.2819045
78,AFG,ARG,13295.5688415418
79,AFG,AUS,1263378.2153198
80,AFG,AUT,139396.498549925
81,AFG,BEL,218960.171114281
82,AFG,BEN,78991.8016433548
83,AFG,BGR,8502.96942238355
84,AFG,BHR,92095.1792175107
85,AFG,BIH,212025.80462263
86,AFG,BLR,783202.886067659
87,AFG,BRA,549194.045976131
88,AFG,BRB,3390.76872610097
89,AFG,BRN,3212.72903779819
90,AFG,CAN,1244868.9574349
91,AFG,CHE,83702.9510537264
92,AFG,CHL,197412.249759249
93,AFG,CHN,9944922.59002081
94,AFG,CIV,146035.145126629
95,AFG,CMR,1479.84756997654
96,AFG,COG,4173.91894447949
97,AFG,COL,45344.5904536563
98,AFG,CRI,14584.9425687784
99,AFG,CZE,187447.168038734
100,AFG,DEU,17050364.9439256
101,AFG,DNK,184355.231201038
102,AFG,DOM,121795.867645459
103,AFG,DZA,27554.3610205457
104,AFG,ECU,1600.06729519707
105,AFG,EGY,377076.610327661
106,AFG,ESP,2329157.19512707
107,AFG,EST,17482.8104214752
108,AFG,FIN,5773067.98996582
109,AFG,FJI,18988.4193611419
110,AFG,FRA,2803880.64399427
111,AFG,GAB,945.307736029905
112,AFG,GBR,2147049.29822914
113,AFG,GHA,4189.90988535847
114,AFG,GIN,70.9868853683135
115,AFG,GRC,29398.3026154758
116,AFG,GTM,37.2108673301643
117,AFG,HKG,1328178.36463831
118,AFG,HRV,1044.19418477261
119,AFG,HUN,3581.40286180782
120,AFG,IDN,121498.061632043
121,AFG,IND,139524012.177617
122,AFG,IRL,67908.0318715711
123,AFG,IRN,19092909.7665045
124,AFG,IRQ,20258.7411243055
125,AFG,ISR,925691.884198088
126,AFG,ITA,3914575.22848494
127,AFG,JOR,1549594.47475043
128,AFG,JPN,255232.773866889
129,AFG,KAZ,1815256.02354276
130,AFG,KGZ,326580.890885746
131,AFG,KNA,1842.79664516614
132,AFG,KOR,16177.5676905094
133,AFG,KWT,52647.0800484805
134,AFG,LBN,693238.458360962
135,AFG,LKA,15186.0411948811
136,AFG,LTU,16393.3907210244
137,AFG,LUX,15691.5365156893
138,AFG,MAR,467.711978596066
139,AFG,MDG,54.1441018649171
140,AFG,MEX,489069.871493816
141,AFG,MKD,2162.23762932355
142,AFG,MOZ,512548.211354504
143,AFG,MUS,7642.53967473375
144,AFG,MYS,42110.679845224
145,AFG,NCL,534.119064908359
146,AFG,NER,603.961000512667
147,AFG,NGA,5815.19985138168
148,AFG,NIC,930.271683254108
149,AFG,NLD,1081728.20272417
150,AFG,NOR,68232.7087109993
151,AFG,NZL,119935.276191061
152,AFG,PAK,224505351.738069
153,AFG,PER,6370.99281532266
154,AFG,PHL,172614.91632093
155,AFG,POL,276455.562692487
156,AFG,QAT,80581.5643906759
157,AFG,ROU,20528.3767937287
158,AFG,RUS,7248865.30015219
159,AFG,SAU,289683.167316037
160,AFG,SDN,30747.1221344596
161,AFG,SGP,139717.644364281
162,AFG,SLV,82662.0869553424
163,AFG,SRB,54264.3215901376
164,AFG,SVK,17268.6727570129
165,AFG,SVN,19886.6324510038
166,AFG,SWE,167657.693734804
167,AFG,SYC,212883.208840529
168,AFG,THA,31120.8795354214
169,AFG,TTO,130.773299670248
170,AFG,TUN,53761.1161688574
171,AFG,TUR,20488182.7597884
172,AFG,TZA,4448.12983315964
173,AFG,UKR,593869.413292727
174,AFG,USA,41681666.5961764
175,AFG,YEM,24783.5825916535
176,AFG,ZAF,220311.815796808
177,AFG,ZWE,2988.24446231854
178,AGO,ARE,496781865.538659
179,AGO,ARG,5155.66298932421
180,AGO,AUS,30851606.8150734
181,AGO,AUT,106160.301426509
182,AGO,AZE,1728.87414364764
183,AGO,BEL,420190173.483615
184,AGO,BEN,3734831.85493331
185,AGO,BFA,1012704.24213026
186,AGO,BGR,1494.7319169086
187,AGO,BHS,30326318.17522
188,AGO,BRA,644644562.876821
189,AGO,BRB,6844.50968922223
190,AGO,CAN,1556934170.63279
191,AGO,CHE,128820068.613019
192,AGO,CHL,221372315.686324
193,AGO,CHN,17807412293.0277
194,AGO,CIV,6063090.06470191
195,AGO,CMR,1754069.33567945
196,AGO,COG,13574854.5494533
197,AGO,COL,209933.408928911
198,AGO,CPV,16863.5460224168
199,AGO,CRI,397.870042991757
200,AGO,CZE,4521.97909293797
201,AGO,DEU,98974313.2604144
202,AGO,DNK,235415.98335149
203,AGO,DOM,12440.7207239915
204,AGO,DZA,70510.5862664874
205,AGO,ECU,79955.2768697651
206,AGO,ESP,2133301986.02336
207,AGO,ETH,58.9694926453164
208,AGO,FIN,5285.08811064734
209,AGO,FJI,12.0219725220531
210,AGO,FRA,1190390656.18336
211,AGO,GAB,1892818.18881556
212,AGO,GBR,372291533.800927
213,AGO,GHA,13746637.7015614
214,AGO,GIN,8209.86228279826
215,AGO,GMB,23899.6991205629
216,AGO,GRC,3398.78337444901
217,AGO,GTM,108.197752698478
218,AGO,HKG,20715252.0593603
219,AGO,HND,4748.67914621097
220,AGO,IDN,119808296.682434
221,AGO,IND,3229713051.99992
222,AGO,IRL,4094.7118922805
223,AGO,ISR,16418923.6732366
224,AGO,ITA,771608566.021859
225,AGO,JPN,317305826.307431
226,AGO,KOR,85787922.3207009
227,AGO,KWT,4496.79019812986
228,AGO,LBN,23722.2141604208
229,AGO,MDG,249700.631358539
230,AGO,MEX,456.834955838017
231,AGO,MLT,211.815706340935
232,AGO,MOZ,1175113.46553777
233,AGO,MRT,354509.07800424
234,AGO,MYS,50499359.8096897
235,AGO,NAM,7285025.103599
236,AGO,NCL,54.9575886722427
237,AGO,NER,16769.5067185001
238,AGO,NGA,3476203.73254127
239,AGO,NIC,5320.00907844949
240,AGO,NLD,1296317769.69876
241,AGO,NOR,94417636.5370101
242,AGO,NZL,538.497352805914
243,AGO,PAK,241526.580241985
244,AGO,PAN,406103250.800243
245,AGO,PER,527.63292449527
246,AGO,PHL,118927.076936969
247,AGO,POL,1903467.53316077
248,AGO,PRT,1220809550.98918
249,AGO,QAT,52361.9875572432
250,AGO,RUS,43761.1249300373
251,AGO,SDN,151.545550763709
252,AGO,SEN,249054.624940318
253,AGO,SGP,60354252.8512685
254,AGO,SLV,42711.3662894116
255,AGO,SRB,15504.3372292745
256,AGO,STP,22573026.9373391
257,AGO,SVK,12248.391490159
258,AGO,SWE,33984089.0843864
259,AGO,TGO,40262.8070652791
260,AGO,THA,466294795.844098
261,AGO,TTO,149445.811362204
262,AGO,TUN,114278.008420227
263,AGO,TUR,2841862.06251561
264,AGO,TZA,1950591.37554769
265,AGO,UGA,88088.427518375
266,AGO,UKR,6336.72446888598
267,AGO,URY,124505193.758143
268,AGO,USA,3341966397.66457
269,AGO,VNM,19972002.1953076
270,AGO,ZAF,1151257852.57219
271,AGO,ZMB,80910.4958634271
272,AGO,ZWE,35447.948105284
273,AIA,ARE,4652.90638835148
274,AIA,ARM,344.629878965522
275,AIA,ATG,5521.52023691438
276,AIA,AUS,2893.28805364078
277,AIA,AUT,142.272602625032
278,AIA,AZE,3356002.32651696
279,AIA,BEL,304290.16161727
280,AIA,BRB,23188.6675703944
281,AIA,CAN,186292.486201735
282,AIA,CHE,8020.76638709936
283,AIA,COL,24.6164199261087
284,AIA,CRI,124.227049394549
285,AIA,CZE,21367.6249707444
286,AIA,DEU,13996.6404737132
287,AIA,DNK,386.420545351707
288,AIA,DOM,14706.4990228484
289,AIA,FIN,135.676547034599
290,AIA,FJI,666.360762650943
291,AIA,FRA,44547.1329430267
292,AIA,GBR,85021.6795754875
293,AIA,GRD,955605.073584811
294,AIA,IDN,2304702.58350893
295,AIA,ISR,572.474882002528
296,AIA,JPN,8177.80368940612
297,AIA,KAZ,30135.0777886131
298,AIA,KNA,11582.8842875572
299,AIA,KOR,18205.8461974444
300,AIA,LCA,801198.633983408
301,AIA,MDA,1399.12861161418
302,AIA,MOZ,2976.86938641315
303,AIA,MSR,57264.6624467129
304,AIA,NGA,34028.4794611123
305,AIA,NLD,378.109355014794
306,AIA,NZL,82034.8611481
307,AIA,PER,15517.3324090959
308,AIA,POL,13.7393971680607
309,AIA,RUS,34799.6031271697
310,AIA,RWA,60.8197314639486
311,AIA,SDN,28.6237441001264
312,AIA,SVK,15082.8995403404
313,AIA,SVN,179.184638066791
314,AIA,SYC,8479.36170319953
315,AIA,TTO,110318.291829871
316,AIA,TUR,5710.43694797522
317,AIA,URY,6585.17856767508
318,AIA,USA,3131977.44836756
319,AIA,VCT,1635.75652429087
320,AIA,ZAF,1520.58373763007
321,ALB,AGO,601082.024331077
322,ALB,AND,24648.9158903107
323,ALB,ARE,2547847.98360583
324,ALB,ARG,194860.191083775
325,ALB,ARM,85400.0854724911
326,ALB,AUS,439845.046289946
327,ALB,AUT,14017676.7353379
328,ALB,BEL,2517125.98682146
329,ALB,BEN,13800.0795055529
330,ALB,BFA,3559.83601557814
331,ALB,BGD,14243.7475391049
332,ALB,BGR,14966324.7626936
333,ALB,BHR,343763.724469052
334,ALB,BIH,3031978.10845424
335,ALB,BLR,6500223.29518591
336,ALB,BMU,3675.86121733823
337,ALB,BOL,26679.0469259638
338,ALB,BRA,1139520.98469903
339,ALB,BRB,5721.31397073327
340,ALB,BRN,1776.96203373585
341,ALB,CAN,3876825.08981593
342,ALB,CHE,10542366.5364768
343,ALB,CHL,111144.335301259
344,ALB,CHN,108382316.883011
345,ALB,CIV,160386.280366474
346,ALB,CMR,2456.48971867285
347,ALB,COG,15569.3532016235
348,ALB,COL,269735.280052659
349,ALB,CRI,10923.3932234902
350,ALB,CYP,6282949.61331996
351,ALB,CZE,6722598.87320026
352,ALB,DEU,45736127.7319879
353,ALB,DNK,829927.140986941
354,ALB,DOM,278918.438368468
355,ALB,DZA,427098.89304216
356,ALB,ECU,406372.439939259
357,ALB,EGY,9311381.23988019
358,ALB,ESP,103509521.278675
359,ALB,EST,358685.85474333
360,ALB,FIN,556953.370526794
361,ALB,FRA,48598011.0060672
362,ALB,GAB,33753.0537807325
363,ALB,GBR,7755245.09465312
364,ALB,GEO,21321.3117527904
365,ALB,GHA,79626.1702197
366,ALB,GIN,2238.94926351189
367,ALB,GRC,68435877.1842476
368,ALB,HKG,673854.458856356
369,ALB,HRV,2140781.27074609
370,ALB,HUN,1526242.65183867
371,ALB,IDN,490629.293072391
372,ALB,IND,56134335.9810937
373,ALB,IRL,3715878.99084214
