reporterISO,partnerISO,primaryValue
ABW,ARE,215227.8778514638
ABW,ARG,132.77714360814875
ABW,ARM,615.1489194998793
ABW,ATG,446.9787076932859
ABW,AUT,3949.8607095661973
ABW,BEL,1132.1445773801433
ABW,BHR,10557.67587510824
ABW,BHS,35.00847509348907
ABW,BRA,39.50956474836624
ABW,BRB,15286.700710108384
ABW,BRN,383.74790034264424
ABW,CAN,51242.21706988935
ABW,CHE,130677.58433233551
ABW,CHN,44287.22135648196
ABW,CIV,2212.680661019611
ABW,COL,4773415.205327643
ABW,CRI,2855.1111850387733
ABW,CUW,7662921.048862943
ABW,CYM,6365.539513778623
ABW,CYP,269.05213399920984
ABW,CZE,1535.871814458642
ABW,DEU,95280.56267681063
ABW,DMA,194.67662866309232
ABW,DNK,29117.80603963179
ABW,DOM,1179161.03444886
ABW,ESP,65549.41065414628
ABW,EST,98.30879927324494
ABW,FIN,499.2603643979025
ABW,FRA,18043.64062916892
ABW,GBR,13398.16752094797
ABW,GRC,496.40417295134654
ABW,GRD,35823.304853106114
ABW,GTM,321807.9054808068
ABW,GUY,22347.978653052098
ABW,HKG,222864.29302760196
ABW,HND,123752.64889612769
ABW,HUN,8402.034022437376
ABW,IDN,20805.03662698779
ABW,IND,269286.3722052129
ABW,IRL,3096.1005254030424
ABW,ITA,41446.0490458622
ABW,JAM,53221.19915554345
ABW,JOR,3802796.7578088385
ABW,KOR,41942333.68987715
ABW,KWT,515885.8892198004
ABW,LBN,1809.4380412606206
ABW,LBR,1275.3087355485304
ABW,LCA,50.00710606568531
ABW,LUX,17.94234360648591
ABW,MDV,17256.80764720521
ABW,MEX,1281692.7810423644
ABW,MLT,132.52658295069392
ABW,MOZ,292.0331974137943
ABW,MYS,7733.200106502704
ABW,NLD,2726001.182697515
ABW,NOR,5009.336694831567
ABW,NZL,622.6952463668173
ABW,OMN,1300.7048836234928
ABW,PAK,160350.81183223124
ABW,PAN,2083929.992168286
ABW,POL,446.60811797836766
ABW,PRT,4422.511132045538
ABW,PSE,4715.19148612749
ABW,SAU,1036302.3162234846
ABW,SGP,34445.36427173137
ABW,SLV,319.852432086299
ABW,SUR,149720.31882904962
ABW,SVK,9743.006154234472
ABW,SVN,10149.707111211626
ABW,SWE,9285.324855584035
ABW,SYC,1372.0501553797326
ABW,THA,412087.04387827805
ABW,TTO,4575.877259977241
ABW,TZA,979.2370604721657
ABW,URY,715961.0112874688
ABW,USA,17359357.473175492
ABW,VCT,202.19394850780995
ABW,VEN,3539615.720125182
ABW,ZAF,142.30895113396028
ABW,ZWE,91.72220474494137
AFG,AGO,742.705799350516
AFG,AND,625.3974005229619
AFG,ARE,286676702.2759487
AFG,ARG,111.85707913442522
AFG,ARM,140.3389742283424
AFG,AUS,532286.4570825638
AFG,AUT,873441.5102545336
AFG,AZE,15532.47520889686
AFG,BEL,85284.70981169773
AFG,BFA,73.84287639362373
AFG,BGR,2094.2144819086075
AFG,BHR,448519.91579959093
AFG,BHS,47.01138083982818
AFG,BIH,241.08336312594867
AFG,BLR,124080.03815278054
AFG,BLZ,2921.1546733026407
AFG,BMU,498.0105618370649
AFG,BOL,1792.8240192233964
AFG,BRA,120838.25335912345
AFG,BRB,803.6945639319562
AFG,BRN,16361.000784091557
AFG,BWA,2333.6414440415615
AFG,CAN,1987762.7748439931
