Index,Source,Target,Weight
1,ABW,AGO,5576.04946666533
2,ABW,ARE,455215.879076574
3,ABW,ARG,1.79075306970475
4,ABW,ATG,1046.98782945839
5,ABW,AUT,89979.7546030863
6,ABW,BEL,144426.666402713
7,ABW,BGR,97.7996765051211
8,ABW,BHR,2014.86837459697
9,ABW,BHS,15618.8377589183
10,ABW,BMU,4589.95593952038
11,ABW,BOL,35.5797052763624
12,ABW,BRB,22088.683292941
13,ABW,CAN,410935.496606316
14,ABW,CHE,411889.751055526
15,ABW,CHN,24475.5013129903
16,ABW,COL,3170923.94610439
17,ABW,CRI,726.472705317824
18,ABW,DEU,79348.4803391235
19,ABW,DMA,1470.29934281229
20,ABW,DNK,5196.72243020951
21,ABW,DOM,6542505.10140004
22,ABW,ECU,26029.6350165827
23,ABW,ESP,25796.6079011282
24,ABW,FIN,6.87342192526104
25,ABW,FRA,43529.183046553
26,ABW,GBR,44397.0213806995
27,ABW,GHA,25005.5110106746
28,ABW,GRC,1737.21876250779
29,ABW,GRD,10337.0990709026
30,ABW,GUY,217642.542477269
31,ABW,HKG,152459.65057005
32,ABW,IDN,38016.1527386293
33,ABW,IND,194682.899823403
34,ABW,IRL,420.987627513156
35,ABW,ITA,94231.6051068842
36,ABW,JAM,26118.046542209
37,ABW,KOR,496.294422175317
38,ABW,LBN,6242.86707079394
39,ABW,LCA,1068.09722664407
40,ABW,LKA,54.1313954347694
41,ABW,MEX,948584.413346912
42,ABW,MYS,25691289.1835169
43,ABW,NGA,524.63436861273
44,ABW,NLD,3280184.46169808
45,ABW,NOR,12775.125977377
46,ABW,NZL,458.633350188223
47,ABW,PAK,113729.974829016
48,ABW,PAN,2646489.99294714
49,ABW,PER,13082.6381876566
50,ABW,POL,270.147891658317
51,ABW,PRT,715.477993113571
52,ABW,RUS,269.293446622201
53,ABW,SAU,265810.374085883
54,ABW,SGP,26451.5988603407
55,ABW,SLV,2195.59629082892
56,ABW,SUR,420144.956934295
57,ABW,SVK,4401.18293721185
58,ABW,SVN,34890.4546527077
59,ABW,SWE,25316.1810860817
60,ABW,SYC,731.315413262039
61,ABW,THA,877947.477514597
62,ABW,TTO,522.382112894776
63,ABW,TZA,13494.2351060722
64,ABW,URY,437450.233838389
65,ABW,USA,12540399.8148524
66,ABW,VCT,3599.98671108886
67,ABW,VEN,7190861.4744941
68,ABW,YEM,132038.391182903
69,ABW,ZAF,16928.7608383139
70,AFG,AGO,1223.80064783623
71,AFG,ALB,222.037519687629
72,AFG,AND,241.061968656438
73,AFG,ARE,513912167.117971
74,AFG,ARG,13638.4777076182
75,AFG,AUS,952049.488814879
76,AFG,AUT,757239.468035851
77,AFG,AZE,32001.7959924043
78,AFG,BEL,1642737.79503595
79,AFG,BGD,160020.967774714
80,AFG,BGR,55530.8019334145
81,AFG,BHR,356803.445755923
82,AFG,BIH,1375.72813826998
83,AFG,BLR,26758.967298731
84,AFG,BRA,242013.626002053
85,AFG,BRB,3725.27802872008
86,AFG,BRN,1006.1269375576
87,AFG,CAN,1923830.92397271
88,AFG,CHE,1151971.72434018
89,AFG,CHL,785.137775881351
90,AFG,CHN,15861928.78383
91,AFG,CIV,15442.5191883877
92,AFG,CMR,692.407465494697
93,AFG,COG,540.390437407461
94,AFG,COL,28340.1664442189
95,AFG,COM,291.8093524332
96,AFG,CRI,5826.84955051482
97,AFG,CYP,346574.195556109
98,AFG,CZE,122967.94343422
99,AFG,DEU,10819468.5680442
100,AFG,DNK,8894613.49243685
101,AFG,DOM,64753.5143457524
102,AFG,ECU,25791.341552172
103,AFG,EGY,580309.741622968
104,AFG,ESP,1011864.97752366
105,AFG,EST,3214.97121959619
106,AFG,ETH,12271.1098279651
107,AFG,FIN,507810.083890009
108,AFG,FJI,3174.68490360891
109,AFG,FRA,2854852.42170153
110,AFG,GAB,311.124926686769
111,AFG,GBR,2332411.80439232
112,AFG,GEO,23024.2801417389
113,AFG,GHA,46524.587474054
114,AFG,GRC,521787.609481108
115,AFG,GRD,144.397117953776
116,AFG,GTM,84554.2435141163
117,AFG,HKG,152154.112792941
118,AFG,HRV,14.326024557638
119,AFG,HUN,130742.881619144
120,AFG,IDN,104549.79229044
121,AFG,IND,253146954.69865
122,AFG,IRL,276496.124081513
123,AFG,IRN,7701791.45801159
124,AFG,IRQ,7418944.98330182
125,AFG,ISR,133027.370892353
126,AFG,ITA,2166829.69030963
127,AFG,JOR,4870635.34668229
128,AFG,JPN,413772.74428092
129,AFG,KAZ,1635016.61167668
130,AFG,KEN,14011.2971474187
131,AFG,KGZ,96383.0833818004
132,AFG,KHM,32669.219894358
133,AFG,KOR,34269.8870839322
134,AFG,KWT,265942.180163182
135,AFG,LBN,593852.219105094
136,AFG,LKA,39689.6442274673
137,AFG,LTU,2956.81472213636
138,AFG,LUX,13259.1235540445
139,AFG,MAR,250048.24896427
140,AFG,MDG,543.708958667491
141,AFG,MEX,1903958.85069041
142,AFG,MKD,102.323630402929
143,AFG,MLT,1003.57281203647
144,AFG,MNE,266.172931487306
145,AFG,MOZ,374889.551884013
146,AFG,MWI,168.755452851634
147,AFG,MYS,51325.4439840997
148,AFG,NER,17166.2771158923
149,AFG,NGA,110264.530465916
150,AFG,NIC,758.27647983578
151,AFG,NLD,2187752.46186176
152,AFG,NOR,95013.9058182594
153,AFG,NZL,33918.3197899193
154,AFG,PAK,296609809.528053
155,AFG,PER,27628.3932633847
156,AFG,PHL,46829.7277039819
157,AFG,POL,834259.667514555
158,AFG,PYF,6284.46319474078
159,AFG,QAT,25776.1032668363
160,AFG,ROU,188312.379687501
161,AFG,RUS,2657915.38945096
162,AFG,SAU,6799284.71440677
163,AFG,SGP,406429.669222723
164,AFG,SLV,6709.57825225774
165,AFG,SRB,2727.06110329324
166,AFG,SVK,34907.6121136904
167,AFG,SVN,2455.94620497728
168,AFG,SWE,292975.289756204
169,AFG,SWZ,8666.01691240891
170,AFG,SYC,73603.6119757835
171,AFG,THA,592152.688020048
172,AFG,TJK,2601689.25293824
173,AFG,TKM,600934.652612214
174,AFG,TTO,3157.01784546694
175,AFG,TUN,69802.2791292618
176,AFG,TUR,12868963.9504002
177,AFG,TZA,5450.15185120907
178,AFG,UGA,496.294422175317
179,AFG,UKR,74430.3438290367
180,AFG,USA,19450711.1315781
181,AFG,UZB,1062980.21626107
182,AFG,YEM,281383.38954361
183,AFG,ZAF,202353.05439485
184,AFG,ZWE,213.048450921445
185,AGO,ARE,662224463.104522
186,AGO,ARG,195405.664134935
187,AGO,ARM,163201.759657934
188,AGO,ATG,7788.82317258259
189,AGO,AUS,318598.587040315
190,AGO,AUT,51480.640877995
191,AGO,AZE,204074.429597484
192,AGO,BEL,181649325.25167
193,AGO,BEN,5051434.64284324
194,AGO,BFA,172675.081311009
195,AGO,BGD,975.429848436723
196,AGO,BGR,3471190.19284145
197,AGO,BHR,16606.5368241011
198,AGO,BHS,4591.97028090193
199,AGO,BOL,23071.277176944
200,AGO,BRA,91503044.5016704
201,AGO,BRB,11.7678058866312
202,AGO,BRN,39812673.9979304
203,AGO,BWA,3739105.82740045
204,AGO,CAN,19980501.5771312
205,AGO,CHE,11484365.5485741
206,AGO,CHL,101261790.144258
207,AGO,CHN,12196257445.5923
208,AGO,CIV,2605955.20127349
209,AGO,CMR,1322663.50313678
210,AGO,COD,62898330.9665372
211,AGO,COG,70423429.7068629
212,AGO,COL,84912.088676748
213,AGO,CPV,75574.7435090497
214,AGO,CRI,69.0105068690791
215,AGO,CUB,1053249.6805583
216,AGO,CYP,3123533.1196945
217,AGO,CZE,246913.126400765
218,AGO,DEU,2936917.49235493
219,AGO,DNK,298870.918038976
220,AGO,DOM,2867.44386450847
221,AGO,DZA,67909.0734949332
222,AGO,ECU,4881.27002081887
223,AGO,EGY,228929.734798891
224,AGO,ESP,648359543.216125
225,AGO,ETH,31822.9826470258
226,AGO,FIN,373157.805151243
227,AGO,FRA,330061651.615405
228,AGO,GAB,2955653.41058435
229,AGO,GBR,36647657.2115353
230,AGO,GHA,9067242.10677557
231,AGO,GIN,889785.980797489
232,AGO,GMB,19065.9166701786
233,AGO,GNB,33856.9911020755
234,AGO,GNQ,557752.030425735
235,AGO,GRC,11546843.2265655
236,AGO,GTM,4226.68888823741
237,AGO,GUY,5044.05305636117
238,AGO,HKG,11677189.9639303
239,AGO,IDN,45924282.0204404
240,AGO,IND,1944022686.17328
241,AGO,IRL,2759.0444647619
242,AGO,ISL,28.0488211526526
243,AGO,ISR,84349441.3035405
244,AGO,ITA,400126933.3085
245,AGO,JPN,32064590.12972
246,AGO,KAZ,14967.4922613119
247,AGO,KEN,4378443.46304311
248,AGO,KOR,27282241.1263264
249,AGO,KWT,23512643.5615993
250,AGO,LBN,138030.294955497
251,AGO,LBR,35820.8711086969
252,AGO,LBY,7204.45695622052
253,AGO,MAC,2253.98660870718
254,AGO,MAR,4153123.49911844
255,AGO,MDG,5733.47763888548
256,AGO,MEX,140186.745384222
257,AGO,MHL,1834975.90248779
258,AGO,MLI,17227.2358853163
259,AGO,MLT,166981.529790922
260,AGO,MOZ,2074333.64368134
261,AGO,MRT,758697.611746826
