Index,Source,Target,Weight
1,ABW,AGO,14699.1378545782
2,ABW,ARE,105697.197580639
3,ABW,ATG,945.448546806469
4,ABW,AUT,1591.36805782608
5,ABW,BEL,415667.118592461
6,ABW,BHS,4548.50121772067
7,ABW,BMU,152.871033687613
8,ABW,BOL,78.1406168349376
9,ABW,BRA,440.974135637346
10,ABW,BRB,1428.756199465
11,ABW,CAN,2572296.79562042
12,ABW,CHE,18240375.0186922
13,ABW,CHL,1970.43118871649
14,ABW,CHN,92090.0986589323
15,ABW,COL,51333668.6011993
16,ABW,CRI,2846429.83695316
17,ABW,DEU,106709.6888952
18,ABW,DMA,2042.36171379063
19,ABW,DNK,60255.8818245153
20,ABW,DOM,31426920.1875011
21,ABW,ECU,77255114.3121297
22,ABW,ESP,315632.235289301
23,ABW,FRA,11321357.7028026
24,ABW,GBR,26937.0520667858
25,ABW,GHA,295.15868811993
26,ABW,GRD,1244.30788987267
27,ABW,GTM,338.668136169481
28,ABW,GUY,259326.893754582
29,ABW,HKG,88979.7610889036
30,ABW,IDN,126287.348894851
31,ABW,IND,23749.1030488849
32,ABW,IRL,14915.733766624
33,ABW,ISR,129940.378634471
34,ABW,ITA,24933.8535599639
35,ABW,JAM,262798.242150319
36,ABW,KNA,29184.8442275079
37,ABW,KOR,352608.210545249
38,ABW,LBN,4718.4232513196
39,ABW,LKA,4214.53680566466
40,ABW,MEX,941055.268484493
41,ABW,MYS,47221670.0413806
42,ABW,NGA,4613.17742428082
43,ABW,NLD,4585337.56175038
44,ABW,NZL,9266.05428007928
45,ABW,PAK,147.579344059965
46,ABW,PAN,8798161.9072716
47,ABW,PER,26458013.1966313
48,ABW,POL,438.03430806643
49,ABW,SAU,2624994.96872563
50,ABW,SDN,36942720.273366
51,ABW,SGP,27815463.0699111
52,ABW,SLV,4382163.83347207
53,ABW,SUR,6296251.05131956
54,ABW,SVK,118483.292032547
55,ABW,SVN,65564.6224520747
56,ABW,SWE,993.03259586931
57,ABW,SYC,855.088242690263
58,ABW,THA,160311.737269601
59,ABW,TTO,12770149.1458407
60,ABW,TUR,2726.98405478135
61,ABW,TZA,8734.81567870454
62,ABW,USA,24993136.9468279
63,ABW,VCT,137157.300189898
64,ABW,VEN,12162694.6080471
65,ABW,YEM,5232322.74968108
66,ABW,ZAF,11462.73636255
67,ABW,ZMB,46.529238930396
68,AFG,AGO,61655.8277137853
69,AFG,ALB,2793.42415788404
70,AFG,AND,5385.78351277942
71,AFG,ARE,22218319.1716597
72,AFG,ARG,259586.774511851
73,AFG,AUS,603470.752757651
74,AFG,AUT,116821.893754189
75,AFG,AZE,85284.3978322626
76,AFG,BEL,33943.4743245839
77,AFG,BEN,41582.6850595733
78,AFG,BGD,392421.119407131
79,AFG,BGR,2244.85233315118
80,AFG,BHR,61098.4364063397
81,AFG,BIH,35193.2638169453
82,AFG,BLR,689507.158482554
83,AFG,BRA,148053.832229911
84,AFG,BRB,20377.1208250447
85,AFG,BRN,5048.85987029052
86,AFG,CAN,1154765.44578669
87,AFG,CHE,2394303.73236189
88,AFG,CHL,98465.864990459
89,AFG,CHN,11922190.2542981
90,AFG,CIV,8.4678793352654
91,AFG,CMR,5179.38821443917
92,AFG,COG,12294.3589015692
93,AFG,COL,95998.8933972218
94,AFG,CRI,14771.4576128227
95,AFG,CZE,51079.5040446592
96,AFG,DEU,9678544.18120041
97,AFG,DNK,426391.414954576
98,AFG,DOM,89817.6119466146
99,AFG,DZA,106.421758067146
100,AFG,ECU,10394.6423252435
101,AFG,EGY,613366.800326867
102,AFG,ESP,4550422.67079409
103,AFG,EST,155.222895744346
104,AFG,ETH,13407.8550479154
105,AFG,FIN,10224967.2371605
106,AFG,FRA,4907169.00085509
107,AFG,GAB,1067.56663224025
108,AFG,GBR,2706488.16492244
109,AFG,GEO,608996.452659944
110,AFG,GHA,433.918549467148
111,AFG,GRC,9151.68322826038
112,AFG,GTM,16950.4578083854
113,AFG,HKG,334986.884085181
114,AFG,HRV,6604.02865530489
115,AFG,HUN,6960.92372241405
116,AFG,IDN,9358.05912373866
117,AFG,IND,125352226.198405
118,AFG,IRL,81366.9241350184
119,AFG,IRN,25124900.0185564
120,AFG,ISR,81139.2409572716
121,AFG,ITA,3883680.37931661
122,AFG,JOR,1662246.71259535
123,AFG,JPN,316846.384076089
124,AFG,KAZ,1738983.85574793
125,AFG,KEN,33437.5987915945
126,AFG,KGZ,650825.49526996
127,AFG,KNA,711.438272161584
128,AFG,KOR,83599.876634128
129,AFG,KWT,89859.3574981216
130,AFG,LBN,423642.088210255
131,AFG,LKA,35931.1605372451
132,AFG,LTU,5403.99104085712
133,AFG,LUX,676.160341310597
134,AFG,MAR,43017.3209141802
135,AFG,MDG,73.0858773095053
136,AFG,MEX,1145822.49031597
137,AFG,MKD,3023.90663944382
138,AFG,MNE,503.88644565494
139,AFG,MOZ,607838.748562517
140,AFG,MUS,312.797653545424
141,AFG,MWI,1633.5451760205
142,AFG,MYS,710958.492302011
143,AFG,NCL,4108.7030131117
144,AFG,NER,426.862963296951
145,AFG,NGA,93049.070412565
146,AFG,NIC,174.625757712389
147,AFG,NLD,953661.550146922
148,AFG,NOR,104534.976732132
149,AFG,NZL,198097.212274132
150,AFG,PAK,180856812.795634
151,AFG,PER,19325.1446863785
152,AFG,PHL,205350.483621542
153,AFG,POL,207530.071782619
154,AFG,PYF,2538.24712472856
155,AFG,QAT,246054.169056895
156,AFG,ROU,1438.75161320611
157,AFG,RUS,8395897.65719153
158,AFG,SAU,278617.454309416
159,AFG,SDN,68739.6362286636
160,AFG,SGP,197084.350541297
161,AFG,SLV,261.333032088975
162,AFG,SRB,26717.7409299955
163,AFG,SVK,54338.8432473267
164,AFG,SVN,31758.9572486016
165,AFG,SWE,2867156.28808101
166,AFG,SWZ,40.3556010314731
167,AFG,SYC,82128.3118415064
168,AFG,THA,303157.370974877
169,AFG,TTO,414.054134570471
170,AFG,TUN,2444.17264245926
171,AFG,TUR,12324363.957689
172,AFG,TZA,8640.15323092106
173,AFG,UKR,1334428.30405909
174,AFG,USA,27232124.3239751
175,AFG,VEN,358543.722410928
176,AFG,YEM,50769.6462186847
177,AFG,ZAF,150918.669503216
178,AFG,ZWE,2992.58571650329
179,AGO,ARE,464763581.939986
180,AGO,ARG,7653.54709812177
181,AGO,AUS,19241910.5242942
182,AGO,AUT,110109.724129653
183,AGO,AZE,7381.90703056917
184,AGO,BEL,318190980.355888
185,AGO,BEN,979701.653766235
186,AGO,BFA,2188616.46209382
187,AGO,BGR,188.148964538601
188,AGO,BHS,58920611.5538399
189,AGO,BOL,18.7560999024418
190,AGO,BRA,434962583.367649
191,AGO,BWA,15291.693027565
192,AGO,CAN,1943241998.81029
193,AGO,CHE,128732737.449994
194,AGO,CHL,5306.38876550273
195,AGO,CHN,18798826972.416
196,AGO,CIV,388883832.964988
197,AGO,CMR,6201906.69287925
198,AGO,COG,741765570.424977
199,AGO,COL,37.041827393537
200,AGO,CPV,454699.178677301
201,AGO,CRI,3368.45443075514
202,AGO,CYP,176.480788909637
203,AGO,CZE,17452.5803574978
204,AGO,DEU,366757226.164714
205,AGO,DNK,265079.54834535
206,AGO,DOM,39649.4544489392
207,AGO,DZA,107822.29192193
208,AGO,ECU,2144.89819574005
209,AGO,EGY,293492.393852735
210,AGO,ESP,1695288686.13006
211,AGO,ETH,11813.3472542436
212,AGO,FIN,54118.1098219576
213,AGO,FJI,32.338103280072
214,AGO,FRA,808129092.783345
215,AGO,GAB,193896.609075222
216,AGO,GBR,584606465.436703
217,AGO,GHA,1017715.38815472
218,AGO,GIN,423586.231486408
219,AGO,GMB,12360.6614207416
220,AGO,GRC,2250.73198829301
221,AGO,GTM,1817.40140434005
222,AGO,HKG,61060925.9704314
223,AGO,IDN,125075130.986812
224,AGO,IND,3997166045.02988
225,AGO,IRL,97526704.9123923
226,AGO,ISR,14900956.429356
227,AGO,ITA,605260072.929033
228,AGO,JPN,226742628.716583
229,AGO,KAZ,31517.3034222724
230,AGO,KEN,904246.863400086
231,AGO,KOR,80068755.6642189
232,AGO,KWT,3512.50598173
233,AGO,MAR,4601408.11858341
234,AGO,MDG,869193.27020307
235,AGO,MEX,6972.68303269771
236,AGO,MLT,174.625757712389
237,AGO,MOZ,1979885.67418455
238,AGO,MRT,6657.53351709555
239,AGO,MUS,3808.25263536412
240,AGO,MYS,29472335.2573574
241,AGO,NAM,2220875.09948279
242,AGO,NER,65646.9376240604
243,AGO,NGA,1162591.26678047
244,AGO,NLD,968561581.118559
245,AGO,NOR,7760969.57349406
246,AGO,NZL,18400.0526816041
247,AGO,PAK,343087.284974082
248,AGO,PAN,420309481.448934
249,AGO,PER,123774304.817814
250,AGO,PHL,261504.718019116
251,AGO,POL,1843155.4697923
252,AGO,PRT,2054991453.51317
253,AGO,PSE,96364.0199815295
254,AGO,QAT,20157.589789152
255,AGO,ROU,239.889929786716
256,AGO,RUS,154359.762369525
257,AGO,SAU,37002.4337040868
258,AGO,SDN,42089.5113327992
259,AGO,SEN,125790.518035367
260,AGO,SGP,249173480.156601
261,AGO,STP,22271646.2538456
262,AGO,SVK,7719.07350281542
263,AGO,SVN,271.052102038422
264,AGO,SWE,129184.528975161
265,AGO,TGO,885257.775107063
266,AGO,THA,117926580.413236
267,AGO,TTO,3140.31381583834
268,AGO,TUN,2221.92167809804
269,AGO,TUR,4707086.10027512
270,AGO,TZA,158096.871177673
271,AGO,UGA,12456.6373834837
272,AGO,UKR,37289.9488405223
273,AGO,URY,185532165.809143
274,AGO,USA,5246354464.94985
275,AGO,VEN,142639.257809798
276,AGO,VNM,8141520.84510086
277,AGO,ZAF,1152209145.21907
278,AGO,ZMB,162636.963900575
279,AGO,ZWE,2808.12917539376
280,AIA,ARE,2658.13152917396
281,AIA,ARM,1793.88278377272
282,AIA,ATG,130.528344148654
283,AIA,AUS,3754.15980805927
284,AIA,AZE,2774668.0579816
285,AIA,BEL,97142.240552723
286,AIA,BLR,5585.67238473971
287,AIA,BRB,5589.20017782481
288,AIA,CAN,346275.233991983
289,AIA,CHE,1469.5316078736
290,AIA,CZE,58593.1153504054
291,AIA,DEU,50316.3142238702
292,AIA,DMA,5036.32679739019
293,AIA,DNK,87.0188960991029
294,AIA,DOM,12167.3583505056
295,AIA,ESP,1217.4337501159
296,AIA,FJI,12608.332486143
297,AIA,FRA,13462.6463782511
298,AIA,GBR,69102.9989164288
299,AIA,GRD,76787.7840343536
300,AIA,GUY,105563.916381953
301,AIA,IDN,18214.5836638791
302,AIA,IRL,32.797304346649
303,AIA,ISR,12347.2757978457
304,AIA,JAM,525.053204165533
305,AIA,JPN,3972.29501382121
306,AIA,KAZ,103939.367666265
307,AIA,KNA,7384.84685814008
308,AIA,KOR,12712.9903476676
309,AIA,LCA,288567.006740423
310,AIA,MDA,847.258305937887
311,AIA,MEX,41830.2185410444
312,AIA,MOZ,7184.93858331782
313,AIA,MSR,137887.908489685
314,AIA,NGA,1571.6318194115
315,AIA,NLD,1236.11106263944
316,AIA,NZL,55476.3189792033
317,AIA,POL,13918.319651743
318,AIA,RUS,9309.25798606146
319,AIA,SDN,693.79930673609
320,AIA,SVK,3791.20927900449
321,AIA,SYC,10.0218721892514
322,AIA,TTO,5657.85749888149
323,AIA,UKR,760.827375352967
324,AIA,URY,6081.32731319609
325,AIA,USA,2441222.23150909
326,AIA,ZAF,30.5095305309625
327,ALB,AGO,1426728.30640658
328,ALB,AND,100657.140730027
329,ALB,ARE,1246663.79830807
330,ALB,ARG,91385.1280074268
331,ALB,ARM,264340.475694021
332,ALB,AUS,364344.002208344
333,ALB,AUT,15918136.1544689
334,ALB,BDI,15038.3939562619
335,ALB,BEL,1073455.69483031
336,ALB,BEN,48221.9916457292
337,ALB,BFA,11250.7906697558
338,ALB,BGD,1793.88278377272
339,ALB,BGR,13328621.4031896
340,ALB,BHR,258857.697274264
341,ALB,BIH,2004434.99829824
342,ALB,BLR,1331565.49997053
343,ALB,BMU,2414.7743667501
344,ALB,BOL,6710.77967405998
345,ALB,BRA,1490120.98424926
346,ALB,BRB,1345.85306196518
347,ALB,CAN,3637261.68046041
348,ALB,CHE,24261689.6202532
349,ALB,CHL,68537.6453799901
350,ALB,CHN,138078359.339211
351,ALB,CIV,111785.287085214
352,ALB,CMR,3791.20163545281
353,ALB,COG,7299.00389306935
354,ALB,COL,326435.513646901
355,ALB,COM,8.48375440414835
356,ALB,CRI,92542.2441393392
357,ALB,CYP,68666.7285049049
358,ALB,CZE,5335848.18962536
359,ALB,DEU,64822198.7171689
360,ALB,DNK,2020656.96683456
361,ALB,DOM,588699.883110342
362,ALB,DZA,474562.841566085
363,ALB,ECU,576399.644553631
364,ALB,EGY,1296553.32953195
365,ALB,ESP,134019520.505426
366,ALB,EST,179492.936238797
367,ALB,FIN,932142.299254991
368,ALB,FRA,67560046.2909026
369,ALB,GAB,16614.7294997868
370,ALB,GBR,8610160.52207706
371,ALB,GEO,28230.5761979887
372,ALB,GHA,1734.49826684023
373,ALB,GIN,217334.396731623
374,ALB,GRC,50424349.9472738
375,ALB,GRL,1830.76586047743
376,ALB,HKG,948817.001237224
377,ALB,HRV,2115012.49661963
378,ALB,HUN,822864.792685457
379,ALB,IDN,406836.269918359
380,ALB,IND,95556779.7844179
381,ALB,IRL,4132200.95669578
382,ALB,IRN,1959.10109325818
383,ALB,IRQ,184932.205210505
384,ALB,ISL,43726.407324285
385,ALB,ISR,230721.195558544
386,ALB,ITA,639372896.02084
387,ALB,JOR,200708.495887067
388,ALB,JPN,2303558.92584582
389,ALB,KAZ,1704758.38316733
390,ALB,KEN,44.6853790779177
391,ALB,KNA,226249.717823182
392,ALB,KOR,3982688.48021542
393,ALB,KWT,529705.18731375
394,ALB,LBN,1656000.75493818
395,ALB,LKA,28685.6615059664
396,ALB,LTU,219619.230719739
397,ALB,LUX,2335558.94895524
398,ALB,LVA,298558.304722937
399,ALB,MAC,92638.515848735
400,ALB,MAR,601800.930697371
401,ALB,MDA,67108.0319268054
402,ALB,MDG,232.920774547103
403,ALB,MEX,1008771.25675296
404,ALB,MKD,24466510.3469465
405,ALB,MLT,92023117.0395911
406,ALB,MNE,20017646.9411903
407,ALB,MOZ,58408.4941789519
408,ALB,MUS,45914.8149680746
409,ALB,MWI,48451.7456380169
410,ALB,MYS,1050511.51657034
411,ALB,NCL,34949.8460940735
412,ALB,NER,13713.1196872931
413,ALB,NGA,14957.2547153046
414,ALB,NIC,17120.9678074985
415,ALB,NLD,9453214.28662303
416,ALB,NOR,2637199.95686904
417,ALB,NZL,46047.8456934516
418,ALB,PAK,28100.04785384
419,ALB,PER,126334.421413917
420,ALB,POL,4049056.85152539
421,ALB,PRT,167045.118338026
422,ALB,PYF,28481.0495070307
423,ALB,QAT,707975.750304146
424,ALB,ROU,2507750.52943891
425,ALB,RUS,7579045.39985411
426,ALB,SAU,244123.869454349
427,ALB,SDN,1806807.4417055
428,ALB,SGP,231580.302545524
429,ALB,SLV,17221.1747700807
430,ALB,SRB,103145365.512705
431,ALB,SVK,2068928.85323382
432,ALB,SVN,9844819.30989647
433,ALB,SWE,543098.621919464
434,ALB,SYC,103284.374083465
435,ALB,TGO,5978.94429024587
436,ALB,THA,373498.037298662
437,ALB,TJK,19055.9623146752
438,ALB,TTO,148.847585674058
439,ALB,TUN,1279948.59544591
440,ALB,TUR,51316452.970944
441,ALB,UKR,821929.927517906
442,ALB,URY,45683.7445210006
443,ALB,USA,14010587.9039527
444,ALB,VCT,3854.70191098458
445,ALB,VEN,110406.400356765
446,ALB,YEM,60624.5362019081
447,ALB,ZAF,354752.417293545
448,AND,AGO,165325.31920904
449,AND,ALB,203.098575702221
450,AND,AND,294516.034757342
451,AND,ARE,8479796.10918138
452,AND,ARG,95299.5760341351
453,AND,AUS,12103.1019513226
454,AND,AUT,143901.466897716
455,AND,AZE,465838.609266636
456,AND,BEL,180963.033469495
457,AND,BEN,12506.6144521893
458,AND,BFA,32204.4510751465
459,AND,BGD,95251.0012631808
460,AND,BGR,30059.4611567862
461,AND,BHR,1564265.78744981
462,AND,BIH,5916.10900371063
463,AND,BLR,58.7965514183128
464,AND,BMU,45.2733445921008
465,AND,BOL,3928.63857439311
466,AND,BRA,769732.11306527
467,AND,BRB,13333.881930645
468,AND,BWA,18152.0264850321
469,AND,CAN,193422.427235309
470,AND,CHE,2691856.54432378
471,AND,CHL,37827.070624832
472,AND,CHN,17006.6972977825
473,AND,CIV,2239.02383100908
474,AND,CMR,40553.1574442387
475,AND,COL,120752.241544331
476,AND,COM,18308.9009759058
477,AND,CPV,9259.42438094135
478,AND,CRI,131420.28783367
479,AND,CZE,491462.734340251
480,AND,DEU,1591544.2299331
481,AND,DNK,22152.6943627057
482,AND,DOM,171.09796462729
483,AND,DZA,6133.65624395839
484,AND,EGY,5443.97269582158
