reporterISO,partnerISO,primaryValue
ABW,ARE,258546.20779632515
ABW,AUT,37907.63727046958
ABW,BEL,112947.32916542467
ABW,BGR,47877.29475210214
ABW,BHR,6013.086325474549
ABW,BHS,4261.872236004144
ABW,BIH,62.09027012022989
ABW,BMU,4909.563569472152
ABW,BRA,30159.6653274255
ABW,BRB,9967.636130936276
ABW,CAN,13869.888551491233
ABW,CHE,359960.81404117384
ABW,CHN,2998.100936151352
ABW,COL,21317981.983007193
ABW,CRI,36068.49662230037
ABW,CUW,4159028.418153697
ABW,CYM,167.73208104546788
ABW,CZE,2692.0427650398415
ABW,DEU,33912.531096352664
ABW,DMA,314.5731292245395
ABW,DNK,24201.209165166718
ABW,DOM,32646.22688445857
ABW,ECU,28.716749930606323
ABW,ESP,72217.31081642349
ABW,EST,55.52978874903579
ABW,FIN,14435.616335221048
ABW,FRA,1128727.3195261538
ABW,GBR,30988.517715376696
ABW,GHA,24354.704904010487
ABW,GRC,429.53531450257367
ABW,GRD,3636.034041710763
ABW,GTM,6475.058436673345
ABW,GUY,402096.7225583866
ABW,HKG,638692.0209705427
ABW,HND,289109.48477421596
ABW,HUN,3160.160446213587
ABW,IND,978484.2854070753
ABW,IRL,21819.11888079043
ABW,ITA,109965.6328496187
ABW,JAM,5851.7004362673915
ABW,JOR,5992337.9601358175
ABW,KOR,45549659.39189309
ABW,KWT,1112624.9357738744
ABW,LBN,1285.2490662465825
ABW,LKA,46141.779445472435
ABW,LUX,3990.5148134191827
ABW,MEX,1619379.1661658313
ABW,MNE,1953.9642042277846
ABW,MOZ,1976.558814474052
ABW,MUS,170.90151598171514
ABW,MWI,1466.803066228563
ABW,NLD,5155168.4609099105
ABW,NOR,191.10428406140127
ABW,NZL,9531.295781404251
ABW,PAK,80906.44434041611
ABW,PAN,897805.2554673335
ABW,PHL,472.5108606633847
ABW,PNG,3144.1341274353845
ABW,POL,385.13540192501085
ABW,PRT,3697.8133723493374
ABW,PRY,0.48813105440432303
ABW,PYF,128.26961408320477
ABW,RWA,785.4175104681879
ABW,SAU,1470599.9404289622
ABW,SGP,19117.09871699856
ABW,SLV,244.06552720216152
ABW,SUR,363089.0531570847
ABW,SVK,1170.829682701046
ABW,SVN,55745.23515251822
ABW,SWE,4780.818515741958
ABW,SYC,1598.4085679375669
ABW,THA,158479.5271332396
ABW,TTO,5016.420338591803
ABW,TUR,150.3443647565315
ABW,URY,467283.2157667999
ABW,USA,14151420.577774197
ABW,VCT,2264.747483945929
ABW,VEN,613513.6427490682
