Index,Source,Target
1,VHHH,EBLG
2,OMDB,GOBD
3,KJFK,KATL
4,KLAX,EDDF
5,GOBD,LFPG
6,NZAA,OMDB
7,SAEZ,KLAX
8,KSFO,VIDP
9,VHHH,CYYZ
10,VHHH,EGLL
11,YSSY,OMDB
12,YSSY,OTHH
13,YMML,OTHH
14,RKSI,KJFK
15,YMML,OMDB
16,RCTP,KJFK
17,YPPH,EGLL
18,YBBN,OMDB
19,VHHH,KJFK
20,RCTP,CYYZ
21,YPAD,OMDB
22,EGLL,YPPH
23,RPLL,CYYZ
24,LEMD,SPJC
25,LSZH,KLAX
26,YBBN,OMDB
27,LFPG,KLAX
28,LSZH,KSFO
29,RPLL,KJFK
30,LFPG,RJBB
31,RPLL,KLAX
32,EGKK,KLAX
33,OMDB,LFPG
34,RKSI,WMKK
35,EGLL,KHHR
36,EGLL,KSJC
37,EGLL,KLAX
38,EGLL,KSAN
39,LFPG,KLAX
40,EGLL,KHHR
41,RCTP,KIAH
42,LEMD,SKMA
43,SAEZ,KMIA
44,RPLL,KSFO
45,RJBB,OMDB
46,RKSI,KLAX
47,LIRF,RKSI
48,YPPH,OMDB
49,LEMD,SKMA
50,LFPG,KLAX
51,RKSI,KLAX
52,EHAM,RJBB
53,EDDM,EDDV
54,RKSI,KLAX
55,EDDM,KORD
56,EDDM,RJTT
57,LEMD,KMIA
58,RKSI,OMDB
59,YPPH,OTHH
60,SBKP,KMIA
61,KEWR,WSSS
62,PANC,KPDX
63,KJFK,OTHH
64,EGLL,KPHX
65,EGLL,KLAS
66,KLAX,RKSI
67,EGLL,KSEA
68,LFPG,VTBS
69,KLAX,NZAA
70,KIAD,OMDB
71,OMDB,VOMM
72,EDDF,KATL
73,EGLL,KSFO
74,EGLL,KDFW
75,LFPG,RJTT
76,SBKP,GOBD
77,EDDM,KSFO
78,KEWR,OMDB
79,EGLL,KHHR
80,RKSI,OTHH
81,CYYZ,CYYC
82,RCTP,KSFO
83,WMKK,EGLL
84,RKSI,EHAM
85,LFPG,KIAD
86,EGLL,KATL
87,RCTP,OMDB
88,KJFK,OMDB
89,EDDM,RKSI
90,OMDB,RPLL
91,RPLL,OMDB
92,LGAV,KEWR
93,EDDF,KORD
94,RCTP,LFPG
95,EGLL,KLAX
96,EGLL,VTBS
97,VHHH,EGLL
98,RCTP,KLAX
99,SAEZ,LEBL
100,WMKK,EHAM
101,EDDF,CYYZ
102,LEMD,KMIA
103,EHAM,KATL
104,RPLL,OTHH
105,RCTP,YSSY
106,RCTP,KSEA
107,EPWA,KEWR
108,RCTP,YMML
109,RCTP,KLAX
110,VHHH,EGLL
111,OMDB,VABB
112,RCTP,EDDF
113,VHHH,YSSY
114,LEMD,SKBO
115,VHHH,KSEA
116,EPWA,CYYZ
117,MDPC,SBGR
118,RCTP,KSFO
119,EDDF,KIAD
120,LEMD,MDBG
121,EPWA,KORD
122,VHHH,LSZH
123,OTHH,RKSI
124,EGLL,KDFW
125,RCTP,CYVR
126,WMKK,EGLL
127,WBSB,EGLL
128,EDDF,KORD
129,VHHH,EGLL
