Index,Source,Target
1,WMKK,LTBW
2,YSSY,KLAX
3,GOBD,LFPG
4,NZAA,OMDB
5,UUEE,EHAM
6,VHHH,LFPG
7,YPPH,WMKK
8,VHHH,CYYZ
9,YSSY,OMDB
10,YBBN,OMDB
11,VHHH,KJFK
12,YSSY,OTHH
13,VTBS,EHAM
14,YMML,OTHH
15,RCTP,KJFK
16,YMML,OMDB
17,EGLL,YPPH
18,YPPH,EGLL
19,RJTT,KLAX
20,RPLL,KSFO
21,EDDF,SKBO
22,RPLL,KJFK
23,ELLX,SBGR
24,EGLL,KSAN
25,RJBB,EBLG
26,EGLL,KHHR
27,EHAM,RJBB
28,RPLL,LTBW
29,EGLL,KLAX
30,KMIA,KHHR
31,VHHH,CYVR
32,LFPG,KSFO
33,RPLL,KSFO
34,EGLL,VOMM
35,LFPG,KLAX
36,KJFK,KSFO
37,LEMD,SKBO
38,YPPH,OMDB
39,RJBB,OMDB
40,FAGC,SBGR
41,OMDB,EFHK
42,LEMD,SKBO
43,PANC,VHHH
44,LFPG,KATL
45,KACY,KHPN
46,KJFK,OTHH
47,EGLL,KLAS
48,EDDT,EDDV
49,CYVR,CYUL
50,EFHK,VTBS
51,EDDM,VTBS
52,SBGR,CYYZ
53,LFPG,VTBS
54,SKBO,KMIA
55,EIDW,KSFO
56,RKSI,OMDB
57,VHHH,PANC
58,EGLL,KPHX
59,YPPH,OTHH
60,WSSS,EGLL
61,KIAH,EKCH
62,KSFO,RCTP
63,EGLL,KIAH
64,PANC,VHHH
65,MROC,EDDF
66,EDDM,RJTT
67,EDDF,TBPB
68,LLBG,KJFK
69,LFPG,RJTT
70,EDDF,MDBG
71,EGLL,KSFO
72,VTBS,UUEE
73,WSSS,LFPG
74,OMDB,VOMM
75,KJFK,OMDB
76,KIAD,OMDB
77,LEMD,KMIA
78,EGLL,KLAX
79,EGLL,KATL
80,RPLL,OTHH
81,KLAX,RKSI
82,WMKK,EGLL
83,RCTP,KSFO
84,WSSS,LTBW
85,RPLL,OMDB
86,SBVT,SBGR
87,EGLL,VTBS
88,RKSI,EHAM
89,VTBS,LTBW
90,RCTP,KSEA
91,WMKK,EHAM
92,EGLL,KORD
93,RCTP,YMML
94,WMKK,LTBW
95,WSSS,EFHK
96,FACT,LTBW
97,RCTP,KLAX
98,EHAM,KATL
99,EDDP,RKSI
100,RCTP,EDDF
101,VHHH,EGLL
102,RCTP,KLAX
103,VHHH,YSSY
104,EDDF,CYYZ
105,WSSS,EGLL
