Index,Source,Target
1,WSSS,KLAX
2,EDDF,RKSI
3,SBKP,KMIA
4,RCTP,KJFK
5,SBKP,KMIA
6,YBBN,OMDB
7,YSSY,OMDB
8,WSSS,KSFO
9,RCTP,CYYZ
10,VHHH,EHAM
11,YMML,OTHH
12,YSSY,OTHH
13,FACT,LOWW
14,SBGR,KJFK
15,SAEZ,EHAM
16,YPPH,OMDB
17,RPLL,KLAX
18,EDDF,EHAM
19,VHHH,KLAX
20,VHHH,YSSY
21,EGLL,KLAX
22,EHAM,SKBO
23,RCTP,KSFO
24,RKSI,KLAX
25,YPPH,OMDB
26,RCTP,KLAX
27,RKSI,KLAX
28,YPPH,OTHH
29,EGLL,KSEA
30,LFPG,KMIA
31,RJBB,LFPG
32,WSSS,EGLL
33,WSSS,LFPG
34,VHHH,LTBW
35,RKSI,KLAX
36,RKSI,OMDB
37,EDDF,OMDW
38,RCTP,EDDF
39,WMKK,EGLL
40,EDDF,SBKP
41,VHHH,EGLL
42,RCTP,KLAX
43,WSSS,EGLL
44,MROC,KLAX
45,RCTP,KLAX
46,KLAX,RKSI
47,RKSI,EHAM
48,VTBS,LFPG
49,VHHH,LSZH
50,RCTP,LFPG
51,VHHH,YSSY
52,EGLL,KLAX
53,WSSS,EDDF
54,UUEE,RKSI
55,RCTP,KSFO
56,VHHH,PANC
57,RCTP,CYVR
58,VHHH,EGLL
59,WSSS,EHAM
60,RPLL,OTHH
61,VHHH,YSSY
62,ELLX,KORD
63,VHHH,EGLL
64,KLAX,RKSI
65,WSSS,EHAM
66,VHHH,EGLL
67,WSSS,EDDF
68,CYYZ,VIDP
69,FACT,EHAM
70,SBGR,KMIA
71,KLAX,EBLG
72,RKSI,KLAX
73,VHHH,YMML
74,YMML,WMKK
75,RPLL,OMAA
76,VTBS,EHAM
77,RCTP,KLAX
78,KLAX,RKSI
79,KVGT,KHIO
80,EDDF,RKSI
81,KATL,RKSI
82,RKSI,PANC
83,EDDF,RKSI
84,UUEE,VHHH
85,RKSI,OTHH
86,KJFK,VIDP
87,KATL,KSLC
88,KDFW,RKSI
89,OTHH,WMKK
90,VTBS,EHAM
91,VHHH,KSFO
92,RCTP,PANC
93,SAEZ,LEMD
94,CYYZ,RKSI
95,VHHH,PANC
96,VTBS,LSZH
97,KLAX,KEWR
98,RKSI,KSFO
99,SBGR,OMDB
100,LFPG,KORD
101,PANC,RKSI
102,LFPG,RJTT
103,KJFK,KBOS
104,KLAX,RKSI
105,KLAX,YSSY
106,KIAD,RKSI
107,KORD,VIDP
108,VHHH,PANC
109,KMIA,SBKP
110,RKSI,PANC
111,RKSI,EDDF
112,KORD,RKSI
113,EDDF,SBKP
114,EBBR,OMDW
115,KLAX,YSSY
116,WSSS,LSZH
117,EDDF,KATL
118,CYVR,VIDP
119,KMIA,SBKP
120,LEMD,SBGR
121,KJFK,RKSI
122,VHHH,OTHH
123,EGLL,VHHH
124,VTBS,OTHH
125,WMKK,OMAA
126,LIMC,KEWR
127,KMIA,KLAX
128,KDTW,RKSI
129,SBGR,LFPG
130,PANC,RKSI
131,KATL,RKSI
132,WMKK,OTHH
133,PANC,RCTP
134,VHHH,OMDB
135,WSSS,OTHH
136,SBGR,EGLL
137,CYYZ,CYVR
138,VTBS,EDDF
139,VIDP,KEWR
140,SBGR,LPPT
141,EDDF,KJFK
142,VHHH,KJFK
143,KORD,PANC
144,KLAX,RKSI
145,VTBS,OMDB
146,KSFO,YSSY
147,ELLX,KORD
148,KORD,PANC
149,WMKK,OMDB
150,LPPT,CYUL
151,PANC,RKSI
152,KLGB,KJFK
153,KJFK,KLAX
154,EHAM,WSSS
155,EHAM,KLAX
156,KLAX,KJFK
157,KLAX,RKSI
158,LPPT,KEWR
159,KJFK,KSFO
160,EDDF,RKSI
161,VTBS,OTHH
162,PANC,KSEA
163,KSFO,EHAM
164,KMIA,SBKP
165,KATL,EDDF
166,EHAM,RCTP
167,LKPR,OTHH
168,KLAX,RCTP
169,KSDF,EDDK
170,CYVR,RKSI
171,EDDF,OTHH
172,KATL,KSAN
173,KLAX,KMIA
174,KLAX,KFLL
175,KLAS,KEWR
176,CYVR,VHHH
177,KDFW,RKSI
178,KLAS,KBOS
179,KLAX,RKSI
180,VHHH,VIDP
181,KORD,EDDF
182,CYYZ,VHHH
183,KSAN,KJFK
184,KJFK,RKSI
185,KSFO,KFLL
186,KBWI,KLAX
187,LIMC,RKSI
188,KJFK,KHHR
189,UUEE,OMDB
190,VIDP,EDDK
191,EDDF,VABB
192,KSAN,KJFK
193,KLAX,RKSI
194,KATL,EDDF
195,ELLX,OTHH
196,KATL,KSEA
197,VIDP,EDDM
198,PANC,KLCK
199,UUEE,VHHH
200,KSFO,KJFK
201,SPJC,KMIA
202,KPNS,KTPA
