Index,Source,Target
1,KEWR,EBBR
2,KORD,EDDF
3,OMAA,VOMM
4,KLAX,EDDF
5,WSSS,LIMC
6,WSSS,KSFO
7,KLAX,VHHH
8,EHAM,EGSS
9,YBBN,OMDB
10,YMML,OMDB
11,YSSY,OMDB
12,YSSY,OTHH
13,VHHH,EBLG
14,KEWR,VABB
15,RJBB,YSSY
16,YMML,OTHH
17,YMML,OMDB
18,KLAX,RKSI
19,VHHH,KLAX
20,KSFO,WSSS
21,RCTP,KSFO
22,KMIA,SBKP
23,RPLL,CYVR
24,KSEA,RKSI
25,VHHH,LFPG
26,EHAM,RJBB
27,RPLL,KSFO
28,LFPG,VTBS
29,EGLL,KLAX
30,EGLL,VHHH
31,YPPH,OTHH
32,RCTP,KLAX
33,VHHH,LTBW
34,RKSI,LTBW
35,RKSI,OMDB
36,RKSI,KLAX
37,UUEE,VHHH
38,KSFO,RKSI
39,RKSI,KLAX
40,RCTP,EDDF
41,KLAX,RKSI
42,VHHH,EGLL
43,RCTP,KSFO
44,RJBB,EHAM
45,WSSS,LTBW
46,RCTP,OMDB
47,VHHH,EDDF
48,WMKK,LTBW
49,RCTP,EHAM
50,WSSS,LSZH
51,WSSS,EGLL
52,EGLL,VOBL
53,RPLL,OTHH
54,RCTP,KSFO
55,EDDF,RKSI
56,RCTP,KLAX
57,LSZH,KEWR
58,PANC,VHHH
59,RKSI,EHAM
60,VHHH,YSSY
61,WSSS,EHAM
62,WSSS,EDDF
63,VTBS,EDDF
64,KLAX,RKSI
65,RKSI,OTHH
66,KATL,RKSI
67,VTBS,EHAM
68,RCTP,KLAX
69,EDDF,RKSI
70,UUEE,VHHH
71,EGLL,KLAX
72,WSSS,EHAM
73,WSSS,LFPG
74,RKSI,PANC
75,KATL,KU42
76,RPLL,OMAA
77,CYYZ,RKSI
78,VHHH,PANC
79,VHHH,EFHK
80,VHHH,YMML
81,KDFW,RKSI
82,VHHH,EGLL
83,KJFK,RKSI
84,VHHH,EHAM
85,KATL,RKSI
86,EGLL,KATL
87,VHHH,LFPG
88,KEWR,VABB
89,ELLX,KATL
90,VHHH,EDDF
91,LIMC,RKSI
92,VTBS,EHAM
93,KDFW,RKSI
94,EGLL,KIAD
95,LFPG,KORD
96,EDDF,KLAX
97,KJFK,RKSI
98,KORD,VIDP
99,RKSI,PANC
100,PANC,RJAA
101,WSSS,YSSY
102,KORD,RKSI
103,WSSS,YSSY
104,RKSI,EDDF
105,LEMD,SKBO
106,LIRF,KEWR
107,EBBR,VHHH
108,EDDF,RKSI
109,RKSI,PANC
110,VHHH,OTHH
111,PANC,VHHH
112,WSSS,LSZH
113,OBBI,RPLL
114,CYYZ,VIDP
115,LTBA,RKSI
116,PANC,RJBB
117,SAEZ,LIRF
118,LIMC,KJFK
119,WMKK,RJBB
120,OMDB,LEBL
121,KJFK,RKSI
122,ZGSZ,PANC
123,SPJC,LEMD
124,KJFK,RKSI
125,EDDF,KATL
126,KBOS,KSFO
127,KJFK,RKSI
128,KSJC,KORD
129,KORD,ELLX
130,SBGR,EHAM
131,KJFK,PANC
132,LFPG,RJTT
133,ELLX,KORD
134,KATL,PANC
135,SBGR,LFPG
136,EDDF,SBKP
137,WSSS,OTHH
138,KDFW,EDDF
139,KDTW,RKSI
140,EHAM,KIAD
141,EHAM,VTBS
142,PANC,KLAX
143,RKSI,PANC
144,EDDF,KJFK
145,PANC,KORD
146,EHAM,VOBL
147,KSFO,YSSY
148,LPPT,CYYZ
149,KSFO,RKSI
150,ZGSZ,PANC
151,EDDF,KORD
152,VIDP,KEWR
153,EGLL,VHHH
154,KMIA,SAEZ
155,WMKK,OTHH
156,FACT,EHAM
157,PANC,RKSI
158,KEWR,KSFO
159,SBGR,EGLL
160,RCTP,PANC
161,KORD,PANC
162,PANC,KORD
163,PANC,RJBB
164,EHAM,WSSS
165,PANC,RKSI
166,RJBB,PANC
167,KJFK,KSFO
168,KEWR,KSEA
169,PANC,KSEA
170,KLAX,YSSY
171,LPPT,KMIA
172,RKSI,PANC
173,KIAD,KSFO
174,EHAM,KORD
175,LFPG,RKSI
176,KLAX,KEWR
177,VTBS,OTHH
178,LIMC,RKSI
179,KJFK,KLAX
180,RCTP,KLAX
181,VIDP,LFPG
182,KATL,PANC
183,KEWR,KLAS
184,CYVR,RKSI
185,PANC,RKSI
186,KLAX,EHAM
187,RKSI,WSSS
188,SAEZ,EGLL
189,EHAM,RCTP
190,ENGM,OTHH
191,EHAM,RKSI
192,KLAX,RCTP
193,KSFO,KFLL
194,EHAM,RKSI
195,KEWR,LLBG
196,PANC,RKSI
197,CYVR,YSSY
198,EBLG,KJFK
199,EHAM,OTHH
200,RCTP,PANC
201,KLAX,KFLL
202,EHAM,SAEZ
203,CYVR,VHHH
204,KLAX,RKSI
205,PANC,VHHH
206,KSAN,KJFK
207,EHAM,VHHH
208,LFPG,WSSS
209,KSFO,KJFK
210,KSAN,KJFK
211,EDDF,SBGR
212,EDDF,VIDP
213,KSEA,RKSI
214,UMMS,OMDW
215,KPHX,KJFK
216,KJFK,KLAX
217,EDDF,KORD
218,KBOS,KLAX
219,KATL,KSEA
220,PAED,KSUU
221,OMDB,UUEE
222,OTHH,EGSS
223,KLAX,KJFK
224,KPHX,KDCA
225,SBGR,EGLL
226,KLAS,KBOS
227,EDDF,OMDB
228,LFPG,OMDB
229,PANC,VHHH
230,KSMF,KATL
231,KLAX,VHHH
232,KSFO,KBOS
233,KLAX,KATL
234,KLAX,KDCA
235,KIAH,EHAM
236,KSAN,KBWI
237,KLAX,KORD
238,KSMF,KJFK
239,KPHL,KLAX
240,KORD,LEMD
241,KDFW,PANC
242,EDDF,SBGR
243,KSFO,KATL
244,KLAX,KBOS
245,VHHH,PANC
246,KPDX,KATL
247,KLAS,KCLT
248,KMSP,PANC
249,KDTW,KLAX
250,EGLL,OMDB
251,VOBL,WSSS
252,KPHX,KBWI
253,KJFK,EGNX
254,KSEA,RKSI
255,KJFK,EDDF
256,KSTL,KSMF
257,KLAX,KJFK
258,LSZH,OMDB
259,KBOS,KSAN
260,KLAX,KEWR
261,RCTP,WSSS
262,KCLT,KSFO
263,PANC,KCVG
264,UUWW,UNEE
265,EHAM,SBKP
266,EGLL,RKSI
267,KLAX,KDCA
268,KIND,KLAX
269,KDTW,KPHX
270,VIDP,KIAD
271,KLGA,KDEN
272,KEWR,EDDF
273,VHHH,YSSY
274,KPHL,KSMF
275,KLAX,KORD
276,KEWR,LIMC
277,KSEA,KJFK
278,KDAL,KOAK
279,VHHH,PANC
280,KJFK,KU42
281,KLAS,KEWR
282,KSEA,KORD
283,LSZH,LLBG
284,KLAX,KBNA
285,WMKK,LTBA
286,KJFK,KLAS
287,KDTW,KSEA
288,KEWR,KSEA
289,KORD,KPDX
290,KLAX,KMIA
291,KDFW,KSFO
292,CYVR,EHAM
293,KSTL,KSEA
294,KDTW,KLAS
295,OERK,RPLL
296,KEWR,02XS
297,KCLT,KLAS
298,EHAM,KORD
299,KDAL,KPHX
300,PANC,VHHH
301,KLAS,KDCA
302,KSEA,EHAM
303,CYYZ,LSZH
304,VHHH,OMDB
305,CYYZ,EDDF
306,LSZH,VABB
307,KSEA,KATL
308,KORD,ELLX
309,KSAN,KEWR
310,EHAM,SBGR
311,VABB,EGLL
312,KCLT,KPHX
313,VOMM,OMAA
314,EGLL,VHHH
315,PANC,RJBB
316,KCMH,KPHX
317,KCLT,KLAX
318,KDEN,KBWI
319,KLAX,KIAD
320,KMSP,KLAX
321,KLAX,KATL
322,KLAX,EDDF
323,CYVR,CYUL
324,KSFO,RKSI
325,KPHX,KPHL
326,KLAX,KATL
327,KSDL,KSNA
328,PANC,RKSI
329,KJFK,KSFO
330,EBBR,KCVG
331,LLBG,KJFK
332,KSTL,KSEA
333,KMSP,KSEA
334,KAUS,KSFO
335,KSEA,KDCA
336,KIAD,KSEA
337,CYYZ,CYVR
338,KATL,KU42
339,KLGA,KDFW
340,KRDU,KDEN
341,KSFO,KEWR
342,KBOS,KSEA
343,KBWI,KPHX
344,KLAS,KJFK
345,OMDB,EDDF
346,VABB,EGLL
347,OTHH,YMML
348,RKSI,OTHH
349,SBGR,LSZH
350,KCMH,KSEA
351,LFPG,OTHH
352,KMDW,KPHX
353,VHHH,OMDB
354,OTHH,VOMM
355,KBWI,KSAN
356,KPDX,PANC
357,KLAS,KJFK
358,KLAX,KEWR
359,KATL,KPDX
360,KRDU,KSEA
361,KSEA,KJFK
362,KDCA,KSEA
363,KJFK,KSFO
364,KATL,KSEA
365,KBNA,KOAK
366,KBWI,TJIG
367,LLBG,KEWR
368,PANC,RKSI
369,KFLL,KSEA
370,EGLL,LTBW
371,EGCC,LMML
372,PANC,KORD
373,KBFI,PANC
374,SBGR,EDDF
375,SKBO,KMIA
376,EHAM,LTBW
377,KATL,CYYC
378,KDTW,KSFO
379,KSEA,KDFW
380,WSSS,VHHH
381,LFPG,LTBW
382,LTFJ,EDDV
383,KSAT,KSEA
384,KBNA,KSJC
385,KOMA,KSEA
386,KSAN,KBOS
387,KHOU,KLAX
388,PANC,KSEA
389,RKSI,EDDP
390,NZAA,YSSY
391,OTHH,YSSY
392,KDCA,KLAX
393,KSEA,KJFK
394,KIAD,KDFW
395,KSFO,KEWR
396,KBOS,LFPG
397,PANC,KLAX
398,KSEA,35MN
399,KDFW,EDDF
400,EGLL,LGAV
401,VAJJ,VTBS
402,KBOS,KSEA
403,KLAS,KATL
404,KPDX,KJFK
405,KLAX,RJBB
406,KBOS,KLAS
407,KPHX,35MN
