Index,Source,Target
1,KJFK,LOWW
2,SBGR,EDDF
3,WSSS,EDDF
4,KORD,EDDF
5,KLAX,EHAM
6,KORD,YSSY
7,VHHH,EBLG
8,YMML,KLAX
9,KLAX,VHHH
10,WSSS,KSFO
11,ETAR,KWRI
12,VHHH,KLAX
13,EHAM,EGSS
14,VHHH,CYYZ
15,YSSY,OMDB
16,OTHH,KJFK
17,WSSS,KLAX
18,RCTP,KJFK
19,SBGR,KJFK
20,YSSY,OTHH
21,EHAM,EKCH
22,EDDF,RCTP
23,YMML,OTHH
24,RPLL,KLAX
25,SBKP,KMIA
26,CYYZ,VHHH
27,KEWR,KPDX
28,EFHK,KLAX
29,KJFK,VHHH
30,EKCH,KSFO
31,LPPT,CYYZ
32,ELLX,SBGR
33,LPPT,SBGR
34,YPPH,OMDB
35,RJTT,LFPG
36,PANC,VHHH
37,PANC,VHHH
38,RCTP,KLAX
39,LEMD,KMIA
40,EGLL,VOBL
41,LEMD,SKBO
42,WSSS,LIMC
43,VHHH,PANC
44,EDDF,KATL
45,LGAV,KEWR
46,KLAX,EBLG
47,SBGR,KMIA
48,UUEE,KLAX
49,WSSS,NZCH
50,EPWA,KORD
51,EGLL,VHHH
52,RCTP,KSFO
53,EGLL,KLAX
54,EHAM,KATL
55,RCTP,EDDF
56,KLAX,KEWR
57,EPWA,KEWR
58,WSSS,EGLL
59,RCTP,KSEA
60,LSZH,KEWR
61,LEMD,TJSJ
62,RCTP,CYVR
63,RJTT,EDDF
64,KORD,PANC
65,PANC,VHHH
66,VHHH,YSSY
67,RCTP,LFPG
68,VHHH,EGLL
69,KSLC,KLAX
70,RCTP,CYVR
71,RCTP,KSFO
72,RPLL,OMDB
73,VHHH,YMML
74,LFPG,CYVR
75,SBGR,KFLL
76,EDDF,KORD
77,RCTP,KLAX
78,VHHH,PANC
79,KIAD,KLAX
80,KLAX,KSLC
81,OTHH,YMML
82,EDDF,RJTT
83,EKCH,KORD
84,KMIA,SBKP
85,VHHH,EDDF
86,OTHH,WSSS
87,RCTP,PANC
88,RPLL,OTHH
89,KMIA,KJFK
90,EGLL,VHHH
91,OTHH,YSSY
92,EDDF,KDFW
93,EGLL,VHHH
94,VABB,VOBL
95,KDFW,RJAK
96,EGLL,KLAX
97,FACT,OTHH
98,KSFO,RJTT
99,KORD,VIDP
100,PANC,RJBB
101,KDEN,KLAX
102,LPPT,KEWR
103,EHAM,OMDW
104,PANC,RCTP
105,KATL,KSLC
106,ZGSZ,PANC
107,VIDP,RJAA
108,OBBI,RPLL
109,EDDP,KCVG
110,UUWW,ULLI
111,EDDK,KSDF
112,EDDF,SBGR
113,SBGR,LEMD
114,KLCK,PANC
115,KLAX,YSSY
116,KLAX,EKCH
