Index,Source,Target
1,NZAA,KLAX
2,KLAX,EHAM
3,KLAX,EDDF
4,KCVG,RKSI
5,RCTP,EHAM
6,VHHH,CYYZ
7,KLAX,RKSI
8,KCVG,RKSI
9,YSSY,OMDB
10,KEWR,VABB
11,EDDF,RKSI
12,KEWR,VIDP
13,SBKP,KMIA
14,LEMD,SPJC
15,RKSI,PANC
16,YSSY,OTHH
17,YMML,OMDB
18,YMML,OTHH
19,VHHH,CYYZ
20,RCTP,KSFO
21,EHAM,RCTP
22,EHAM,KLAX
23,LSZH,VTBS
24,ELLX,SBGR
25,RCTP,KSFO
26,KSEA,RKSI
27,EGLL,KLAX
28,RCTP,NZAA
29,KLAX,RKSI
30,RKSI,KLAX
31,YPPH,OTHH
32,RKSI,KLAX
33,ELLX,SBKP
34,SBBR,KMIA
35,EGLL,KDFW
36,VHHH,LFPG
37,EDDF,RKSI
38,KDFW,OMDB
39,VHHH,EGLL
40,RCTP,KSFO
41,LEMD,RKSI
42,KSEA,RJTJ
43,RCTP,EDDF
44,VHHH,EDDF
45,VHHH,PANC
46,RCTP,KSFO
47,KJFK,RKSI
48,RKSI,EHAM
49,WSSS,EHAM
50,EHAM,VHHH
51,RCTP,EHAM
52,KMIA,SAEZ
53,RCTP,KLAX
54,KEWR,OMDB
55,YMML,VHHH
56,WSSS,EDDF
57,KLAX,RKSI
58,VHHH,YSSY
59,WSSS,EHAM
60,EHAM,FATA
61,VHHH,EGLL
62,EDDF,KATL
63,EGLL,VOBL
64,VHHH,EHAM
65,KATL,RKSI
66,RKSI,OTHH
67,EGLL,KHHR
68,WSSS,EGLL
69,EDDF,KORD
70,RJBB,OMDB
71,KLAX,YSSY
72,VTBS,EHAM
73,KLAX,RKSI
74,SAEZ,KMIA
75,WSSS,YSSY
76,SPJC,EHAM
77,CYYZ,RKSI
78,RCTP,KLAX
79,KORD,RKSI
80,SBGR,OMDB
81,KCVG,OBBI
82,KORD,VHHH
83,RKSI,EDDF
84,OMSJ,WSSS
85,PANC,RJBB
86,VHHH,EGLL
87,KIAD,OMDB
88,KLAX,VHHH
89,RKSI,LOWW
90,LIRF,KEWR
91,KJFK,EBLG
92,PANC,RKSI
93,VHHH,PANC
94,KSEA,RKSI
95,WSSS,LSZH
96,PANC,VHHH
97,PANC,RKSI
98,VHHH,OTHH
99,EGLL,VHHH
100,KJFK,RKSI
101,KCVG,PANC
102,EDDP,KCVG
103,EHAM,VTBS
104,WSSS,OTHH
105,SBGR,EHAM
106,VHHH,OMDB
107,CYYZ,OMDB
108,EGLL,FATA
109,KSFO,YSSY
110,KJFK,RKSI
111,KDTW,RKSI
112,EDDF,RKSI
113,EDDF,KJFK
114,SBGR,LFPG
115,WMKK,OTHH
116,KSDF,KONT
117,KSJC,KABQ
118,BIKF,KJFK
119,RKSI,VTBS
120,KTEB,KSJC
121,OMDB,VTBS
122,PANC,KORD
123,KSEA,FD83
124,PANC,KCVG
125,SBGR,EHAM
126,RKSI,EHAM
127,VTBS,OTHH
128,EDDF,VABB
129,EBBR,KCVG
130,RKSI,EHAM
131,KEWR,KLAX
132,KLAX,RKSI
133,LFPG,WSSS
134,EGLL,WSSS
135,KLAX,RKSI
136,PANC,RJBB
137,KLAX,RCTP
138,KPHL,KOAK
139,SBGR,LPPT
140,PANC,VHHH
141,KLAX,LFPG
142,KPHL,KLGB
143,EDDF,VIDP
144,EGLL,OMDB
145,CYVR,RKSI
146,EHAM,RKSI
147,KSFO,KJFK
148,PANC,KSEA
149,VHHH,OMDB
150,RJBB,KOAK
151,EDDK,KSDF
152,KLAX,EHAM
153,SBKP,SKMA
154,ELLX,OMDW
155,KJFK,KSFO
156,EHAM,WSSS
157,RKSI,VTBS
158,EGSS,KSDF
159,KSFO,KEWR
160,KDFW,RKSI
161,SAEZ,EGLL
162,KSEA,KPHL
163,KPHL,KSMF
164,PANC,KORD
165,KDTW,KSEA
166,KATL,KSEA
167,VOBL,LFPG
168,PANC,KCVG
169,SBKP,KMIA
170,KSEA,RKSI
171,KSEA,KDCA
172,EDDF,SBGR
173,OBBI,EDDP
174,KSDF,KMHR
175,KDEN,KMCI
176,KDFW,PANC
177,KSMF,KATL
178,KLAX,KJFK
179,KSEA,KJFK
180,SPJC,KMIA
181,KONT,KRDU
182,KSDF,KMHR
183,KSEA,KATL
184,KDAL,KSEA
185,KSFO,KATL
186,KSDF,KPDX
187,KLAX,KBOS
188,KSDF,KFAT
189,WMKK,ZGSZ
190,KLAX,KDCA
191,KOAK,KMDW
192,KMDW,KLAX
193,KSEA,KBWI
194,KCLT,KSMF
195,KLAX,KEWR
196,CYVR,CYYZ
197,KCLT,KSAN
198,OTHH,WSSS
199,KSDF,KLAX
200,KLAX,KDCA
201,CYYZ,VHHH
202,KATL,KLAX
203,KMDW,KLAS
204,VHHH,KLAX
205,KSDF,KBFI
206,KLAX,KATL
207,KSDF,KBUR
208,KCVG,EDDP
209,YSSY,ZUCK
210,OMDW,VHHH
211,EDDK,VHHH
212,VHHH,UAAA
213,CYYZ,LLBG
214,LSZH,VABB
215,VHHH,PANC
216,KSDF,KLAS
217,PANC,KORD
218,KCLT,KSFO
219,KSFO,KEWR
220,KCRQ,KIWA
221,KSEA,KBOS
222,KMIA,LEMD
223,VIDP,VHHH
224,LFPG,OTHH
225,VABB,EGLL
226,OTHH,YSSY
227,KLAX,RJTT
228,RCTP,EDDF
229,CYYZ,KOPF
230,PANC,KCVG
231,KJFK,KU42
232,KSDF,KSAN
233,KCLT,KLAS
234,TJSJ,KSDF
235,EGLL,VHHH
236,KLAS,KBOS
237,OERK,VABB
238,OTHH,YMML
239,CYYZ,EDDF
240,PANC,VHHH
241,KATL,KLAS
242,LLBG,KEWR
243,KSDF,KPHX
244,KLAS,KDCA
245,PANC,KSEA
246,KLAX,KJFK
247,PANC,KORD
248,KLAX,KMIA
249,KCLT,KSEA
250,VHHH,PANC
251,KIND,KLAX
252,SBGR,EDDF
253,CYYC,CYYZ
