Index,Source,Target
1,KEWR,EBBR
2,KLAX,EGLL
3,VHHH,SBGR
4,WSSS,EDDF
5,VHHH,KLAX
6,VIDP,RJAA
7,KLAX,VHHH
8,EHAM,EGSS
9,WSSS,KSFO
10,YSSY,OMDB
11,RPLL,KLAX
12,YMML,OMDB
13,OTHH,KJFK
14,WSSS,KLAX
15,YSSY,OTHH
16,RCTP,EHAM
17,VHHH,EHAM
18,VHHH,EBLG
19,KLAX,RCTP
20,YMML,OTHH
21,RCTP,CYYZ
22,KJFK,VHHH
23,YMML,OTHH
24,RPLL,KSFO
25,KLAX,RJBB
26,EDDF,KLAX
27,LEMD,SKBO
28,VHHH,LOWW
29,RJTT,LFPG
30,KPIT,KTEB
31,KJFK,KSFO
32,SBKP,KMIA
33,RJBB,OMDB
34,KEWR,KLAX
35,WSSS,LIMC
36,LEMD,SKBO
37,VHHH,PANC
38,OMDB,EDDF
39,EGLL,KLAX
40,KIAD,KLAX
41,EPWA,KORD
42,KLAX,RCTP
43,RCTP,KSFO
44,RCTP,EDDF
45,RJTT,EDDF
46,VHHH,EGLL
47,RCTP,KLAX
48,VHHH,EGLL
49,KPHX,KMDW
50,LFPG,EGLL
51,WSSS,LSZH
52,SPJC,LEMD
53,RCTP,KLAX
54,KJFK,UKBB
55,VHHH,EGLL
56,RCTP,CYVR
57,EDDF,RJTT
58,KSLC,KLAX
59,VHHH,YSSY
60,RCTP,KSEA
61,VHHH,EGLL
62,KLAX,YMML
63,VHHH,LFPG
64,VHHH,EHAM
65,ELLX,KATL
66,VHHH,EDDF
67,RCTP,KLAX
68,EGLL,VIDP
69,RPLL,OMDB
70,EGLL,KLAX
71,VECC,OTHH
72,OTHH,YMML
73,VHHH,EDDF
74,RCTP,NZAA
75,EGLL,KATL
76,EHAM,OMDW
77,OTHH,WSSS
78,OMSJ,WSSS
79,KSNA,KCNO
80,KEWR,VIDP
81,OTHH,YSSY
82,KATL,PANC
83,WMKK,OTHH
84,RPLL,OTHH
85,ETAR,KWRI
86,PANC,RJAA
87,PANC,KMIA
88,VHHH,KLAX
89,KPHX,KBWI
90,EDDF,KATL
91,EDDF,VIDP
92,LPPT,KEWR
93,LFPG,RJTT
94,SBGR,LEMD
95,OMDB,YSSY
96,FACT,OTHH
97,KSFO,RJTT
98,VIDP,RJAA
99,UUWW,ULLI
100,ZGSZ,PANC
101,WMKK,OMAA
102,EGLL,KJFK
103,KORD,PANC
104,PANC,RJBB
105,VHHH,PANC
106,KCLT,KORD
107,KLAX,EKCH
108,PANC,KDFW
109,PANC,KATL
110,SBGR,LFPG
111,LFPG,RJTT
112,SBGL,LPPT
113,ZGSZ,PANC
114,KLAX,KJFK
115,WMKK,OMDB
116,ELLX,KATL
117,EGLL,EHAM
118,VIDP,KEWR
119,SBGR,LPPT
120,KJFK,RPLL
121,EHAM,OTHH
122,KLAX,YSSY
123,KORD,KDEN
124,KEWR,KSFO
125,LFPG,KORD
126,SBGR,EDDF
127,KSFO,KJFK
128,ELLX,OMDW
129,KBOS,KSFO
130,KDEN,KLAX
131,KLAS,KBOS
132,EDDF,KJFK
133,PANC,KSEA
134,OTHH,VHHH
135,RCTP,PANC
136,LFPG,WSSS
137,PANC,KORD
138,EDDF,KORD
139,KATL,KJFK
140,KLAX,KJFK
141,KDEN,KSFO
142,VHHH,EDDF
143,VHHH,KJFK
144,EDDL,OMDB
145,SPJC,KMIA
146,EGLL,WSSS
147,EGLL,VHHH
148,PANC,KORD
149,EGLL,VIDP
150,LEMD,KJFK
151,WMKK,OTHH
152,KPDX,KBOS
153,CYVR,YSSY
154,EDDP,OBBI
155,KTEB,KVNY
156,KHOU,KSAN
157,VHHH,PANC
158,EDDF,OMDB
159,KLAS,KPHL
160,KLAX,KBWI
