Index,Source,Target
1,KORD,EHAM
2,CYUL,KPHL
3,WSSS,EGLL
4,KLAX,EDDF
5,KLAX,WSSS
6,WSSS,EGLL
7,VHHH,KJFK
8,EDDP,VHHH
9,RCTP,CYYZ
10,EDDF,RKSI
11,WSSS,YBBN
12,YMML,OTHH
13,VHHH,CYYZ
14,YSSY,OTHH
15,PANC,VHHH
16,PANC,VHHH
17,KJFK,RKSI
18,KLAX,RKSI
19,KLAX,VHHH
20,EHAM,RKSI
21,CYVR,RKSI
22,KJFK,VHHH
23,EGLL,KLAX
24,PANC,VHHH
25,KLAX,YSSY
26,VHHH,CYVR
27,PANC,RCTP
28,YPPH,OTHH
29,KATL,RKSI
30,LEMD,KMIA
31,PANC,VHHH
32,EGLL,KDFW
33,PANC,RKSI
34,EBLG,VHHH
35,EDDF,RKSI
36,VHHH,EGLL
37,CYYZ,VHHH
38,RCTP,KSFO
39,RJBB,EHAM
40,WSSS,EGLL
41,EDDF,RKSI
42,KJFK,RKSI
43,WSSS,LSZH
44,KLAX,RKSI
45,RCTP,KSEA
46,WSSS,EGLL
47,VHHH,EGLL
48,RCTP,LFPG
49,VHHH,EGLL
50,WSSS,EHAM
51,VTBS,EHAM
52,RCTP,KLAX
53,EHAM,VHHH
54,KJFK,RKSI
55,RCTP,EDDF
56,RCTP,KLAX
57,UUEE,RKSI
58,VHHH,CYYZ
59,VHHH,YSSY
60,FAGM,LTBW
61,RCTP,CYVR
62,KLAX,RKSI
63,VHHH,EGLL
64,VHHH,EHAM
65,EDDF,KORD
66,EDDF,RKSI
67,LHBP,RKSI
68,PANC,RKSI
69,SBGR,EHAM
70,VHHH,LSZH
71,EDDF,SBGR
72,KATL,RKSI
73,VHHH,EDDF
74,KJFK,LLBG
75,RCTP,EHAM
76,VHHH,CYVR
77,KLAX,VHHH
78,VHHH,EGLL
79,VHHH,LFPG
80,WSSS,EGLL
81,KDTW,RKSI
82,EGLL,VHHH
83,YMML,OTHH
84,KORD,VHHH
85,RKSI,KLAX
86,KLAX,RKSI
87,PANC,VHHH
88,RKSI,EDDF
89,WSSS,LSZH
90,OBBI,VHHH
