Index,Source,Target
1,KMIA,LEMD
2,VHHH,SBGR
3,WSSS,EHAM
4,VHHH,KLAX
5,WSSS,KSFO
6,RCTP,KJFK
7,RCTP,CYYZ
8,KLAX,VHHH
9,YSSY,OTHH
10,KSEA,RCTP
11,WSSS,KLAX
12,EHAM,WSSS
13,YMML,OTHH
14,OMDB,YSSY
15,WSSS,LIMC
16,RCTP,EHAM
17,ELLX,SBGR
18,RPLL,KLAX
19,KLAX,YSSY
20,RJTT,LFPG
21,RPLL,KSFO
22,LFPG,MMUN
23,YMML,WSSS
24,KMIA,SKBO
25,KEWR,KLAX
26,EGLL,SBGR
27,EGLL,KLAX
28,YPPH,OTHH
29,LEMD,SKBO
30,EPWA,KORD
31,LFPG,RJBB
32,PANC,VHHH
33,EHAM,KATL
34,EGLL,KLAX
35,KIAD,KLAX
36,WSSS,EGLL
37,EGLL,KORD
38,VHHH,EGLL
39,VHHH,EGLL
40,WSSS,NZCH
41,RCTP,EDDF
42,RCTP,KLAX
43,LFPG,VHHH
44,KLAX,KEWR
45,RCTP,KSEA
46,RJTT,EDDF
47,OTHH,VHHH
48,WSSS,EGLL
49,RCTP,KSFO
50,EDDF,SBKP
51,WSSS,LSZH
52,EPWA,KJFK
53,RCTP,KLAX
54,KJFK,OMDB
55,PANC,VHHH
56,RCTP,CYVR
57,VHHH,EGLL
58,SPJC,KIAD
59,WSSS,EHAM
60,VHHH,YSSY
61,KLAX,RCTP
62,WSSS,EDDF
63,KMIA,KJFK
64,EGLL,KLAX
65,RPLL,OMDB
66,EDDF,KORD
67,KMIA,LLBG
68,VHHH,PANC
69,EGLL,KIAD
70,WSSS,LFPG
71,OTHH,YMML
72,VECC,VABB
73,WSSS,EKCH
74,RCTP,NZAA
75,PANC,RJBB
76,OTHH,RPLL
77,OTHH,WMKK
78,EHAM,KORD
79,RPLL,OTHH
80,KJFK,KLAX
81,WSSS,YBBN
82,OTHH,YSSY
83,WSSS,OTHH
84,EDDF,VIDP
85,UUEE,KLAX
86,FACT,OTHH
87,OTHH,WSSS
88,WSSS,LSZH
89,KSFO,RJTT
90,SBGR,LEMD
91,LPPT,KEWR
92,PANC,RJBB
93,CYYZ,VHHH
94,VABB,KEWR
95,OBBI,RPLL
96,WSSS,YSSY
97,EDDF,VOBL
98,WMKK,OMDB
99,KIAH,OTHH
100,KJFK,EBBR
101,EGLL,VHHH
102,KVNY,KSDL
103,KDEN,KSFO
104,EBBR,OTHH
105,SBGR,LFPG
106,EGLL,KJFK
107,KLAX,KJFK
108,ZGSZ,PANC
109,EGGW,CYYZ
110,OMDB,SBGR
111,SBGL,LFPG
112,WSSS,YMML
113,KJFK,KLAX
114,KTEB,KVNY
115,ELLX,KATL
116,EGLL,OTHH
117,KSFO,EKCH
118,KJFK,KLAX
119,EHAM,OTHH
120,SBGR,LPPT
121,KEWR,KSFO
122,LFPG,WSSS
123,WSSS,VOBL
124,KEWR,KLAX
125,CYVR,YSSY
126,EDDP,VHHH
127,OTHH,VGZR
128,PANC,KSEA
129,KLAX,KPHL
130,KCLT,KLAX
131,KBOS,KPHX
132,KORD,PANC
133,KSAT,MMTJ
134,EDDK,KSDF
135,KLAX,KJFK
136,VHHH,PANC
137,OMDB,YSSY
138,EHAM,WSSS
139,KDEN,KSFO
140,KPHX,KJFK
141,VGTJ,OERK
142,KATL,KPDX
143,EHAM,VHHH
144,VIDP,KEWR
145,EDDF,SBGR
146,TLPL,KATL
147,PANC,KMSP
148,RJBB,KOAK
149,EDDK,KSDF
150,EGSS,KSDF
151,KJFK,LLBG
152,KATL,PANC
153,EGLL,OMDB
154,KPHX,KJFK
155,PANC,KMSP
156,KDEN,KLAX
157,KLAX,RCTP
158,KSNA,KIAD
159,PANC,KLAX
160,KORD,KSEA
161,LFPG,OMDB
162,KLAX,EDDF
163,LIMC,KJFK
164,KORD,PANC
165,KEWR,KPHX
166,KNUQ,KTEB
167,KATL,PANC
168,KLAS,KEWR
169,KLAX,KJFK
170,KIAH,KSEA
171,KDEN,KLAX
172,RCTP,PANC
173,EGLL,VABB
174,KLAX,KDCA
175,RCTP,KLAX
176,KSDF,KPDX
177,VIDP,LFPG
178,PANC,RCTP
179,KSAN,KEWR
180,EDDF,OMDB
181,KLAX,KBOS
182,EGLL,WSSS
183,EDDF,SBGR
184,KMIA,OTHH
185,KATL,KLAX
186,KJFK,EDDF
187,CYYZ,CYVR
188,KLAS,KBOS
189,KSJC,KSNA
190,KLAX,KBOS
191,KATL,SKBO
192,KDTW,KLAX
193,WSSS,OTHH
194,SKBO,LEMD
195,KLAX,LLBG
196,EDDK,VHHH
197,LPPT,GOBD
198,KMIA,KLAX
199,KCMH,KPHX
200,UUWW,UNEE
201,KSAN,KATL
202,KPDX,KBOS
203,KSNA,KDFW
204,SBGR,LPPT
205,KFLL,KDEN
206,KJFK,KLAX
207,KIAH,KDEN
208,EHAM,SBKP
209,CYVR,CYYZ
210,PANC,KLCK
211,KSAN,KATL
212,KLAX,KBOS
213,KSDF,KLAX
214,KJFK,KPHX
215,KIAH,KLAX
216,ELLX,OTHH
217,KLAX,KATL
218,KSDF,KLAS
219,KSTL,KSEA
220,KATL,EDDF
221,KSFO,KMIA
222,KPHX,KJFK
223,KLAX,KDTW
224,KSDF,KBFI
225,KDCA,KPHX
226,KPHX,KBOS
227,KDFW,KSEA
228,KMIA,LFPG
229,KSNA,KTEB
230,KJFK,KLAX
231,KLAX,KDCA
